Year,Units,Geography,Fuel type,Demand characteristics,Value
2015,Terajoules,New Brunswick,Hydroelectricity,Public administration,
2016,Terajoules,New Brunswick,Hydroelectricity,Public administration,
2017,Terajoules,New Brunswick,Hydroelectricity,Public administration,457.391256
2018,Terajoules,New Brunswick,Hydroelectricity,Public administration,368.0925363
2019,Terajoules,New Brunswick,Hydroelectricity,Public administration,401.8127979
2015,Terajoules,New Brunswick,Hydroelectricity,Commercial and other institutional,3648.26112
2016,Terajoules,New Brunswick,Hydroelectricity,Commercial and other institutional,3876.347876
2017,Terajoules,New Brunswick,Hydroelectricity,Commercial and other institutional,3192.988113
2018,Terajoules,New Brunswick,Hydroelectricity,Commercial and other institutional,3597.796659
2019,Terajoules,New Brunswick,Hydroelectricity,Commercial and other institutional,3810.306663
2015,Terajoules,New Brunswick,Nuclear,Energy use - final demand,30022.34636
2016,Terajoules,New Brunswick,Nuclear,Energy use - final demand,27780.43757
2017,Terajoules,New Brunswick,Nuclear,Energy use - final demand,32604.53401
2018,Terajoules,New Brunswick,Nuclear,Energy use - final demand,32680.8507
2019,Terajoules,New Brunswick,Nuclear,Energy use - final demand,30910.87766
2015,Terajoules,New Brunswick,Nuclear,Total industrial,
2016,Terajoules,New Brunswick,Nuclear,Total industrial,
2017,Terajoules,New Brunswick,Nuclear,Total industrial,11835.688
2018,Terajoules,New Brunswick,Nuclear,Total industrial,11009.40845
2019,Terajoules,New Brunswick,Nuclear,Total industrial,10772.87389
2015,Terajoules,New Brunswick,Nuclear,Agriculture,160.1059419
2016,Terajoules,New Brunswick,Nuclear,Agriculture,157.7640105
2017,Terajoules,New Brunswick,Nuclear,Agriculture,182.4447422
2018,Terajoules,New Brunswick,Nuclear,Agriculture,182.2401184
2019,Terajoules,New Brunswick,Nuclear,Agriculture,178.4728861
2015,Terajoules,New Brunswick,Nuclear,Residential,13136.75459
2016,Terajoules,New Brunswick,Nuclear,Residential,11756.62064
2017,Terajoules,New Brunswick,Nuclear,Residential,13390.78064
2018,Terajoules,New Brunswick,Nuclear,Residential,13862.09132
2019,Terajoules,New Brunswick,Nuclear,Residential,12901.39789
2015,Terajoules,New Brunswick,Nuclear,Public administration,
2016,Terajoules,New Brunswick,Nuclear,Public administration,
2017,Terajoules,New Brunswick,Nuclear,Public administration,901.608744
2018,Terajoules,New Brunswick,Nuclear,Public administration,707.9074637
2019,Terajoules,New Brunswick,Nuclear,Public administration,673.1872021
2015,Terajoules,New Brunswick,Nuclear,Commercial and other institutional,5966.73888
2016,Terajoules,New Brunswick,Nuclear,Commercial and other institutional,5400.652124
2017,Terajoules,New Brunswick,Nuclear,Commercial and other institutional,6294.011887
2018,Terajoules,New Brunswick,Nuclear,Commercial and other institutional,6919.203341
2019,Terajoules,New Brunswick,Nuclear,Commercial and other institutional,6383.693337
2015,Terajoules,New Brunswick,Steam,Energy use - final demand,
2016,Terajoules,New Brunswick,Steam,Energy use - final demand,
2017,Terajoules,New Brunswick,Steam,Energy use - final demand,
2018,Terajoules,New Brunswick,Steam,Energy use - final demand,3275
2019,Terajoules,New Brunswick,Steam,Energy use - final demand,3275
2015,Terajoules,New Brunswick,Steam,Total industrial,
2016,Terajoules,New Brunswick,Steam,Total industrial,
2017,Terajoules,New Brunswick,Steam,Total industrial,
2018,Terajoules,New Brunswick,Steam,Total industrial,3275
2019,Terajoules,New Brunswick,Steam,Total industrial,3275
2015,Terajoules,New Brunswick,Coke,Energy use - final demand,
2016,Terajoules,New Brunswick,Coke,Energy use - final demand,
2017,Terajoules,New Brunswick,Coke,Energy use - final demand,
2018,Terajoules,New Brunswick,Coke,Energy use - final demand,0
2019,Terajoules,New Brunswick,Coke,Energy use - final demand,0
2015,Terajoules,New Brunswick,Coke,Total industrial,
2016,Terajoules,New Brunswick,Coke,Total industrial,0
2017,Terajoules,New Brunswick,Coke,Total industrial,0
2018,Terajoules,New Brunswick,Coke,Total industrial,0
2019,Terajoules,New Brunswick,Coke,Total industrial,0
2015,Terajoules,New Brunswick,Total refined petroleum products,Energy use - final demand,75388
2016,Terajoules,New Brunswick,Total refined petroleum products,Energy use - final demand,78550
2017,Terajoules,New Brunswick,Total refined petroleum products,Energy use - final demand,70024
2018,Terajoules,New Brunswick,Total refined petroleum products,Energy use - final demand,69740
2019,Terajoules,New Brunswick,Total refined petroleum products,Energy use - final demand,66150
2015,Terajoules,New Brunswick,Total refined petroleum products,Total industrial,6233
2016,Terajoules,New Brunswick,Total refined petroleum products,Total industrial,4783
2017,Terajoules,New Brunswick,Total refined petroleum products,Total industrial,4709
2018,Terajoules,New Brunswick,Total refined petroleum products,Total industrial,4969
2019,Terajoules,New Brunswick,Total refined petroleum products,Total industrial,4497
2015,Terajoules,New Brunswick,Total refined petroleum products,Total transportation,54322
2016,Terajoules,New Brunswick,Total refined petroleum products,Total transportation,60225
2017,Terajoules,New Brunswick,Total refined petroleum products,Total transportation,53409
2018,Terajoules,New Brunswick,Total refined petroleum products,Total transportation,52571
2019,Terajoules,New Brunswick,Total refined petroleum products,Total transportation,51022
2015,Terajoules,New Brunswick,Total refined petroleum products,Agriculture,1586
2016,Terajoules,New Brunswick,Total refined petroleum products,Agriculture,1888
2017,Terajoules,New Brunswick,Total refined petroleum products,Agriculture,1633
2018,Terajoules,New Brunswick,Total refined petroleum products,Agriculture,1490
2019,Terajoules,New Brunswick,Total refined petroleum products,Agriculture,1402
2015,Terajoules,New Brunswick,Total refined petroleum products,Residential,7829
2016,Terajoules,New Brunswick,Total refined petroleum products,Residential,7058
2017,Terajoules,New Brunswick,Total refined petroleum products,Residential,6917
2018,Terajoules,New Brunswick,Total refined petroleum products,Residential,6805
2019,Terajoules,New Brunswick,Total refined petroleum products,Residential,5720
2015,Terajoules,New Brunswick,Total refined petroleum products,Public administration,3488
2016,Terajoules,New Brunswick,Total refined petroleum products,Public administration,2810
2017,Terajoules,New Brunswick,Total refined petroleum products,Public administration,2365
2018,Terajoules,New Brunswick,Total refined petroleum products,Public administration,2629
2019,Terajoules,New Brunswick,Total refined petroleum products,Public administration,2442
2015,Terajoules,New Brunswick,Total refined petroleum products,Commercial and other institutional,1929
2016,Terajoules,New Brunswick,Total refined petroleum products,Commercial and other institutional,1786
2017,Terajoules,New Brunswick,Total refined petroleum products,Commercial and other institutional,992
2018,Terajoules,New Brunswick,Total refined petroleum products,Commercial and other institutional,1277
2019,Terajoules,New Brunswick,Total refined petroleum products,Commercial and other institutional,1066
2015,Terajoules,Quebec,Total primary and secondary energy,Energy use - final demand,1587985
2016,Terajoules,Quebec,Total primary and secondary energy,Energy use - final demand,1576431
2017,Terajoules,Quebec,Total primary and secondary energy,Energy use - final demand,
2018,Terajoules,Quebec,Total primary and secondary energy,Energy use - final demand,1650053
2019,Terajoules,Quebec,Total primary and secondary energy,Energy use - final demand,1694695
2015,Terajoules,Quebec,Total primary and secondary energy,Total industrial,518685
2016,Terajoules,Quebec,Total primary and secondary energy,Total industrial,507834
2017,Terajoules,Quebec,Total primary and secondary energy,Total industrial,512528
2018,Terajoules,Quebec,Total primary and secondary energy,Total industrial,537481
2019,Terajoules,Quebec,Total primary and secondary energy,Total industrial,559294
2015,Terajoules,Quebec,Total primary and secondary energy,Total transportation,501906
2016,Terajoules,Quebec,Total primary and secondary energy,Total transportation,513111
2017,Terajoules,Quebec,Total primary and secondary energy,Total transportation,522690
2018,Terajoules,Quebec,Total primary and secondary energy,Total transportation,522397
2019,Terajoules,Quebec,Total primary and secondary energy,Total transportation,531879
2015,Terajoules,Quebec,Total primary and secondary energy,Agriculture,33192
2016,Terajoules,Quebec,Total primary and secondary energy,Agriculture,33650
2017,Terajoules,Quebec,Total primary and secondary energy,Agriculture,33915
2018,Terajoules,Quebec,Total primary and secondary energy,Agriculture,35642
2019,Terajoules,Quebec,Total primary and secondary energy,Agriculture,36092
2015,Terajoules,Quebec,Total primary and secondary energy,Residential,286782
2016,Terajoules,Quebec,Total primary and secondary energy,Residential,281691
2017,Terajoules,Quebec,Total primary and secondary energy,Residential,280833
2018,Terajoules,Quebec,Total primary and secondary energy,Residential,293628
2019,Terajoules,Quebec,Total primary and secondary energy,Residential,300377
2015,Terajoules,Quebec,Total primary and secondary energy,Public administration,38068
2016,Terajoules,Quebec,Total primary and secondary energy,Public administration,37791
2017,Terajoules,Quebec,Total primary and secondary energy,Public administration,38387
2018,Terajoules,Quebec,Total primary and secondary energy,Public administration,40909
2019,Terajoules,Quebec,Total primary and secondary energy,Public administration,39850
2015,Terajoules,Quebec,Total primary and secondary energy,Commercial and other institutional,209736
2016,Terajoules,Quebec,Total primary and secondary energy,Commercial and other institutional,202353
2017,Terajoules,Quebec,Total primary and secondary energy,Commercial and other institutional,217791
2018,Terajoules,Quebec,Total primary and secondary energy,Commercial and other institutional,219996
2019,Terajoules,Quebec,Total primary and secondary energy,Commercial and other institutional,227204
2015,Terajoules,Quebec,Total coal,Energy use - final demand,
2016,Terajoules,Quebec,Total coal,Energy use - final demand,14855
2017,Terajoules,Quebec,Total coal,Energy use - final demand,
2018,Terajoules,Quebec,Total coal,Energy use - final demand,9520
2019,Terajoules,Quebec,Total coal,Energy use - final demand,10551
2015,Terajoules,Quebec,Total coal,Total industrial,
2016,Terajoules,Quebec,Total coal,Total industrial,14855
2017,Terajoules,Quebec,Total coal,Total industrial,
2018,Terajoules,Quebec,Total coal,Total industrial,9520
2019,Terajoules,Quebec,Total coal,Total industrial,10551
2015,Terajoules,Quebec,Natural gas,Energy use - final demand,255233
2016,Terajoules,Quebec,Natural gas,Energy use - final demand,237491
2017,Terajoules,Quebec,Natural gas,Energy use - final demand,249788
2018,Terajoules,Quebec,Natural gas,Energy use - final demand,252003
2019,Terajoules,Quebec,Natural gas,Energy use - final demand,252869
2015,Terajoules,Quebec,Natural gas,Total industrial,151932
2016,Terajoules,Quebec,Natural gas,Total industrial,135897
2017,Terajoules,Quebec,Natural gas,Total industrial,142970
2018,Terajoules,Quebec,Natural gas,Total industrial,149758
2019,Terajoules,Quebec,Natural gas,Total industrial,146600
2015,Terajoules,Quebec,Natural gas,Total transportation,7961
2016,Terajoules,Quebec,Natural gas,Total transportation,5191
2017,Terajoules,Quebec,Natural gas,Total transportation,3044
2018,Terajoules,Quebec,Natural gas,Total transportation,3058
2019,Terajoules,Quebec,Natural gas,Total transportation,3343
2015,Terajoules,Quebec,Natural gas,Agriculture,1123
2016,Terajoules,Quebec,Natural gas,Agriculture,1149
2017,Terajoules,Quebec,Natural gas,Agriculture,1213
2018,Terajoules,Quebec,Natural gas,Agriculture,1350
2019,Terajoules,Quebec,Natural gas,Agriculture,1347
2015,Terajoules,Quebec,Natural gas,Residential,22681
2016,Terajoules,Quebec,Natural gas,Residential,22325
2017,Terajoules,Quebec,Natural gas,Residential,23028
2018,Terajoules,Quebec,Natural gas,Residential,24079
2019,Terajoules,Quebec,Natural gas,Residential,28538
2015,Terajoules,Quebec,Natural gas,Public administration,4906
2016,Terajoules,Quebec,Natural gas,Public administration,4821
2017,Terajoules,Quebec,Natural gas,Public administration,4919
2018,Terajoules,Quebec,Natural gas,Public administration,3880
2019,Terajoules,Quebec,Natural gas,Public administration,4551
2015,Terajoules,Quebec,Natural gas,Commercial and other institutional,66630
2016,Terajoules,Quebec,Natural gas,Commercial and other institutional,68107
2017,Terajoules,Quebec,Natural gas,Commercial and other institutional,74615
2018,Terajoules,Quebec,Natural gas,Commercial and other institutional,69879
2019,Terajoules,Quebec,Natural gas,Commercial and other institutional,68491
2015,Terajoules,Quebec,Gas plant natural gas liquids (NGL's),Energy use - final demand,16370
2016,Terajoules,Quebec,Gas plant natural gas liquids (NGL's),Energy use - final demand,17263
2017,Terajoules,Quebec,Gas plant natural gas liquids (NGL's),Energy use - final demand,16490
2018,Terajoules,Quebec,Gas plant natural gas liquids (NGL's),Energy use - final demand,17579
2019,Terajoules,Quebec,Gas plant natural gas liquids (NGL's),Energy use - final demand,18295
2015,Terajoules,Quebec,Gas plant natural gas liquids (NGL's),Total industrial,2064
2016,Terajoules,Quebec,Gas plant natural gas liquids (NGL's),Total industrial,1909
2017,Terajoules,Quebec,Gas plant natural gas liquids (NGL's),Total industrial,2125
2018,Terajoules,Quebec,Gas plant natural gas liquids (NGL's),Total industrial,2338
2019,Terajoules,Quebec,Gas plant natural gas liquids (NGL's),Total industrial,2174
2015,Terajoules,Quebec,Gas plant natural gas liquids (NGL's),Total transportation,765
2016,Terajoules,Quebec,Gas plant natural gas liquids (NGL's),Total transportation,800
2017,Terajoules,Quebec,Gas plant natural gas liquids (NGL's),Total transportation,732
2018,Terajoules,Quebec,Gas plant natural gas liquids (NGL's),Total transportation,778
