Year,Units,Geography,data.Core public infrastructure assets,data.Type of municipality by population size,Value
2016,Number,Saskatchewan,data.Solid waste,"data.Rural municipalities, population 5,000 or more",0.0
2016,Number,Saskatchewan,data.Stormwater,data.All municipalities,29.0
2016,Number,Saskatchewan,data.Stormwater,data.All urban municipalities,16.0
2016,Number,Saskatchewan,data.Stormwater,"data.Urban municipalities, population 1 to 4,999",9.0
2016,Number,Saskatchewan,data.Stormwater,"data.Urban municipalities, population 5,000 to 29,999",4.0
2016,Number,Saskatchewan,data.Stormwater,"data.Urban municipalities, population 30,000 or more",3.0
2016,Number,Saskatchewan,data.Stormwater,data.All rural municipalities,13.0
2016,Number,Saskatchewan,data.Stormwater,"data.Rural municipalities, population 1 to 4,999",12.0
2016,Number,Saskatchewan,data.Stormwater,"data.Rural municipalities, population 5,000 or more",1.0
2016,Number,Saskatchewan,data.Wastewater,data.All municipalities,25.0
2016,Number,Saskatchewan,data.Wastewater,data.All urban municipalities,18.0
2016,Number,Saskatchewan,data.Wastewater,"data.Urban municipalities, population 1 to 4,999",14.0
2016,Number,Saskatchewan,data.Wastewater,"data.Urban municipalities, population 5,000 to 29,999",1.0
2016,Number,Saskatchewan,data.Wastewater,"data.Urban municipalities, population 30,000 or more",3.0
2016,Number,Saskatchewan,data.Wastewater,data.All rural municipalities,7.0
2016,Number,Saskatchewan,data.Wastewater,"data.Rural municipalities, population 1 to 4,999",6.0
2016,Number,Saskatchewan,data.Wastewater,"data.Rural municipalities, population 5,000 or more",1.0
2016,Number,Yukon,data.Bridges and tunnels,data.All municipalities,0.0
2016,Number,Yukon,data.Bridges and tunnels,data.All urban municipalities,0.0
2016,Number,Yukon,data.Bridges and tunnels,"data.Urban municipalities, population 1 to 4,999",0.0
2016,Number,Yukon,data.Bridges and tunnels,"data.Urban municipalities, population 5,000 to 29,999",0.0
2016,Number,Yukon,data.Bridges and tunnels,"data.Urban municipalities, population 30,000 or more",0.0
2016,Number,Yukon,data.Bridges and tunnels,data.All rural municipalities,0.0
2016,Number,Yukon,data.Bridges and tunnels,"data.Rural municipalities, population 1 to 4,999",0.0
2016,Number,Yukon,data.Bridges and tunnels,"data.Rural municipalities, population 5,000 or more",0.0
2016,Number,Yukon,"data.Culture, recreation and sports facilities",data.All municipalities,1.0
2016,Number,Yukon,"data.Culture, recreation and sports facilities",data.All urban municipalities,0.0
2016,Number,Yukon,"data.Culture, recreation and sports facilities","data.Urban municipalities, population 1 to 4,999",0.0
2016,Number,Yukon,"data.Culture, recreation and sports facilities","data.Urban municipalities, population 5,000 to 29,999",0.0
2016,Number,Yukon,"data.Culture, recreation and sports facilities","data.Urban municipalities, population 30,000 or more",0.0
2016,Number,Yukon,"data.Culture, recreation and sports facilities",data.All rural municipalities,1.0
2016,Number,Yukon,"data.Culture, recreation and sports facilities","data.Rural municipalities, population 1 to 4,999",1.0
2016,Number,Yukon,"data.Culture, recreation and sports facilities","data.Rural municipalities, population 5,000 or more",0.0
2016,Number,Yukon,data.Potable water,data.All municipalities,1.0
2016,Number,Yukon,data.Potable water,data.All urban municipalities,0.0
2016,Number,Yukon,data.Potable water,"data.Urban municipalities, population 1 to 4,999",0.0
2016,Number,Yukon,data.Potable water,"data.Urban municipalities, population 5,000 to 29,999",0.0
2016,Number,Yukon,data.Potable water,"data.Urban municipalities, population 30,000 or more",0.0
2016,Number,Yukon,data.Potable water,data.All rural municipalities,1.0
2016,Number,Yukon,data.Potable water,"data.Rural municipalities, population 1 to 4,999",1.0
2016,Number,Yukon,data.Potable water,"data.Rural municipalities, population 5,000 or more",0.0
2016,Number,Yukon,Public transit,data.All municipalities,0.0
2016,Number,Yukon,Public transit,data.All urban municipalities,0.0
2016,Number,Yukon,Public transit,"data.Urban municipalities, population 1 to 4,999",0.0
2016,Number,Yukon,Public transit,"data.Urban municipalities, population 5,000 to 29,999",0.0
2016,Number,Yukon,Public transit,"data.Urban municipalities, population 30,000 or more",0.0
2016,Number,Yukon,Public transit,data.All rural municipalities,0.0
2016,Number,Yukon,Public transit,"data.Rural municipalities, population 1 to 4,999",0.0
2016,Number,Yukon,Public transit,"data.Rural municipalities, population 5,000 or more",0.0
2016,Number,Yukon,data.Roads,data.All municipalities,1.0
2016,Number,Yukon,data.Roads,data.All urban municipalities,0.0
2016,Number,Yukon,data.Roads,"data.Urban municipalities, population 1 to 4,999",0.0
2016,Number,Yukon,data.Roads,"data.Urban municipalities, population 5,000 to 29,999",0.0
2016,Number,Yukon,data.Roads,"data.Urban municipalities, population 30,000 or more",0.0
2016,Number,Yukon,data.Roads,data.All rural municipalities,1.0
2016,Number,Yukon,data.Roads,"data.Rural municipalities, population 1 to 4,999",1.0
2016,Number,Yukon,data.Roads,"data.Rural municipalities, population 5,000 or more",0.0
2016,Number,Yukon,data.Social and affordable housing,data.All municipalities,0.0
2016,Number,Yukon,data.Social and affordable housing,data.All urban municipalities,0.0
2016,Number,Yukon,data.Social and affordable housing,"data.Urban municipalities, population 1 to 4,999",0.0
2016,Number,Yukon,data.Social and affordable housing,"data.Urban municipalities, population 5,000 to 29,999",0.0
2016,Number,Yukon,data.Social and affordable housing,"data.Urban municipalities, population 30,000 or more",0.0
2016,Number,Yukon,data.Social and affordable housing,data.All rural municipalities,0.0
2016,Number,Yukon,data.Social and affordable housing,"data.Rural municipalities, population 1 to 4,999",0.0
2016,Number,Yukon,data.Social and affordable housing,"data.Rural municipalities, population 5,000 or more",0.0
2016,Number,Yukon,data.Solid waste,data.All municipalities,1.0
2016,Number,Yukon,data.Solid waste,data.All urban municipalities,0.0
2016,Number,Yukon,data.Solid waste,"data.Urban municipalities, population 1 to 4,999",0.0
2016,Number,Yukon,data.Solid waste,"data.Urban municipalities, population 5,000 to 29,999",0.0
2016,Number,Yukon,data.Solid waste,"data.Urban municipalities, population 30,000 or more",0.0
2016,Number,Yukon,data.Solid waste,data.All rural municipalities,1.0
2016,Number,Yukon,data.Solid waste,"data.Rural municipalities, population 1 to 4,999",1.0
2016,Number,Yukon,data.Solid waste,"data.Rural municipalities, population 5,000 or more",0.0
2016,Number,Yukon,data.Stormwater,data.All municipalities,1.0
2016,Number,Yukon,data.Stormwater,data.All urban municipalities,0.0
2016,Number,Yukon,data.Stormwater,"data.Urban municipalities, population 1 to 4,999",0.0
2016,Number,Yukon,data.Stormwater,"data.Urban municipalities, population 5,000 to 29,999",0.0
2016,Number,Yukon,data.Stormwater,"data.Urban municipalities, population 30,000 or more",0.0
2016,Number,Yukon,data.Stormwater,data.All rural municipalities,1.0
2016,Number,Yukon,data.Stormwater,"data.Rural municipalities, population 1 to 4,999",1.0
2016,Number,Yukon,data.Stormwater,"data.Rural municipalities, population 5,000 or more",0.0
2016,Number,Yukon,data.Wastewater,data.All municipalities,1.0
2016,Number,Yukon,data.Wastewater,data.All urban municipalities,0.0
2016,Number,Yukon,data.Wastewater,"data.Urban municipalities, population 1 to 4,999",0.0
2016,Number,Yukon,data.Wastewater,"data.Urban municipalities, population 5,000 to 29,999",0.0
2016,Number,Yukon,data.Wastewater,"data.Urban municipalities, population 30,000 or more",0.0
2016,Number,Yukon,data.Wastewater,data.All rural municipalities,1.0
2016,Number,Yukon,data.Wastewater,"data.Rural municipalities, population 1 to 4,999",1.0
2016,Number,Yukon,data.Wastewater,"data.Rural municipalities, population 5,000 or more",0.0
2018,Number,Alberta,data.Bridges and tunnels,data.All municipalities,48.0
2018,Number,Alberta,data.Bridges and tunnels,data.All urban municipalities,17.0
2018,Number,Alberta,data.Bridges and tunnels,"data.Urban municipalities, population 1 to 4,999",7.0
2018,Number,Alberta,data.Bridges and tunnels,"data.Urban municipalities, population 5,000 to 29,999",7.0
2018,Number,Alberta,data.Bridges and tunnels,"data.Urban municipalities, population 30,000 or more",3.0
2018,Number,Alberta,data.Bridges and tunnels,data.All rural municipalities,31.0
2018,Number,Alberta,data.Bridges and tunnels,"data.Rural municipalities, population 1 to 4,999",22.0
2018,Number,Alberta,data.Bridges and tunnels,"data.Rural municipalities, population 5,000 or more",9.0
2018,Number,Alberta,"data.Culture, recreation and sports facilities",data.All municipalities,96.0
2018,Number,Alberta,"data.Culture, recreation and sports facilities",data.All urban municipalities,66.0
2018,Number,Alberta,"data.Culture, recreation and sports facilities","data.Urban municipalities, population 1 to 4,999",49.0
2018,Number,Alberta,"data.Culture, recreation and sports facilities","data.Urban municipalities, population 5,000 to 29,999",13.0
2018,Number,Alberta,"data.Culture, recreation and sports facilities","data.Urban municipalities, population 30,000 or more",4.0
2018,Number,Alberta,"data.Culture, recreation and sports facilities",data.All rural municipalities,30.0
2018,Number,Alberta,"data.Culture, recreation and sports facilities","data.Rural municipalities, population 1 to 4,999",26.0
2018,Number,Alberta,"data.Culture, recreation and sports facilities","data.Rural municipalities, population 5,000 or more",4.0
2018,Number,Alberta,data.Potable water,data.All municipalities,109.0
2018,Number,Alberta,data.Potable water,data.All urban municipalities,66.0
2018,Number,Alberta,data.Potable water,"data.Urban municipalities, population 1 to 4,999",45.0
2018,Number,Alberta,data.Potable water,"data.Urban municipalities, population 5,000 to 29,999",19.0
2018,Number,Alberta,data.Potable water,"data.Urban municipalities, population 30,000 or more",1.0
2018,Number,Alberta,data.Potable water,data.All rural municipalities,44.0
2018,Number,Alberta,data.Potable water,"data.Rural municipalities, population 1 to 4,999",34.0
2018,Number,Alberta,data.Potable water,"data.Rural municipalities, population 5,000 or more",10.0
2018,Number,Alberta,Public transit,data.All municipalities,7.0
2018,Number,Alberta,Public transit,data.All urban municipalities,6.0
2018,Number,Alberta,Public transit,"data.Urban municipalities, population 1 to 4,999",0.0
2018,Number,Alberta,Public transit,"data.Urban municipalities, population 5,000 to 29,999",4.0
2018,Number,Alberta,Public transit,"data.Urban municipalities, population 30,000 or more",2.0
2018,Number,Alberta,Public transit,data.All rural municipalities,1.0
2018,Number,Alberta,Public transit,"data.Rural municipalities, population 1 to 4,999",0.0
2018,Number,Alberta,Public transit,"data.Rural municipalities, population 5,000 or more",1.0
2018,Number,Alberta,data.Roads,data.All municipalities,102.0
2018,Number,Alberta,data.Roads,data.All urban municipalities,59.0
2018,Number,Alberta,data.Roads,"data.Urban municipalities, population 1 to 4,999",40.0
2018,Number,Alberta,data.Roads,"data.Urban municipalities, population 5,000 to 29,999",16.0
2018,Number,Alberta,data.Roads,"data.Urban municipalities, population 30,000 or more",3.0
2018,Number,Alberta,data.Roads,data.All rural municipalities,43.0
2018,Number,Alberta,data.Roads,"data.Rural municipalities, population 1 to 4,999",34.0
2018,Number,Alberta,data.Roads,"data.Rural municipalities, population 5,000 or more",9.0
2018,Number,Alberta,data.Social and affordable housing,data.All municipalities,0.0
2018,Number,Alberta,data.Social and affordable housing,data.All urban municipalities,0.0
2018,Number,Alberta,data.Social and affordable housing,"data.Urban municipalities, population 1 to 4,999",0.0
2018,Number,Alberta,data.Social and affordable housing,"data.Urban municipalities, population 5,000 to 29,999",0.0
2018,Number,Alberta,data.Social and affordable housing,"data.Urban municipalities, population 30,000 or more",0.0
2018,Number,Alberta,data.Social and affordable housing,data.All rural municipalities,0.0
2018,Number,Alberta,data.Social and affordable housing,"data.Rural municipalities, population 1 to 4,999",0.0
2018,Number,Alberta,data.Social and affordable housing,"data.Rural municipalities, population 5,000 or more",0.0
2018,Number,Alberta,data.Solid waste,data.All municipalities,52.0
2018,Number,Alberta,data.Solid waste,data.All urban municipalities,34.0
2018,Number,Alberta,data.Solid waste,"data.Urban municipalities, population 1 to 4,999",22.0
2018,Number,Alberta,data.Solid waste,"data.Urban municipalities, population 5,000 to 29,999",8.0
2018,Number,Alberta,data.Solid waste,"data.Urban municipalities, population 30,000 or more",3.0
2018,Number,Alberta,data.Solid waste,data.All rural municipalities,18.0
2018,Number,Alberta,data.Solid waste,"data.Rural municipalities, population 1 to 4,999",11.0
2018,Number,Alberta,data.Solid waste,"data.Rural municipalities, population 5,000 or more",7.0
2018,Number,Alberta,data.Stormwater,data.All municipalities,115.0
2018,Number,Alberta,data.Stormwater,data.All urban municipalities,73.0
2018,Number,Alberta,data.Stormwater,"data.Urban municipalities, population 1 to 4,999",47.0
2018,Number,Alberta,data.Stormwater,"data.Urban municipalities, population 5,000 to 29,999",21.0
2018,Number,Alberta,data.Stormwater,"data.Urban municipalities, population 30,000 or more",4.0
2018,Number,Alberta,data.Stormwater,data.All rural municipalities,42.0
2018,Number,Alberta,data.Stormwater,"data.Rural municipalities, population 1 to 4,999",28.0
2018,Number,Alberta,data.Stormwater,"data.Rural municipalities, population 5,000 or more",14.0
2018,Number,Alberta,data.Wastewater,data.All municipalities,113.0
2018,Number,Alberta,data.Wastewater,data.All urban municipalities,66.0
2018,Number,Alberta,data.Wastewater,"data.Urban municipalities, population 1 to 4,999",44.0
