Year,Units,Géographie,Type de combustible,Caractéristiques d’écoulement,Value
2019,Térajoules,Ontario,Liquides de gaz naturel des usines de gaz (LGN),Résidentiel,8607
2015,Térajoules,Ontario,Liquides de gaz naturel des usines de gaz (LGN),Administrations publiques,
2016,Térajoules,Ontario,Liquides de gaz naturel des usines de gaz (LGN),Administrations publiques,
2015,Térajoules,Ontario,Liquides de gaz naturel des usines de gaz (LGN),Commerces et autres institutions,11661
2016,Térajoules,Ontario,Liquides de gaz naturel des usines de gaz (LGN),Commerces et autres institutions,16193
2017,Térajoules,Ontario,Liquides de gaz naturel des usines de gaz (LGN),Commerces et autres institutions,16338
2018,Térajoules,Ontario,Liquides de gaz naturel des usines de gaz (LGN),Commerces et autres institutions,12054
2019,Térajoules,Ontario,Liquides de gaz naturel des usines de gaz (LGN),Commerces et autres institutions,12194
2015,Térajoules,Ontario,Hydroélectricité,Consommation énergétique finale,137458.5547
2016,Térajoules,Ontario,Hydroélectricité,Consommation énergétique finale,139898.2195
2017,Térajoules,Ontario,Hydroélectricité,Consommation énergétique finale,153035.5026
2018,Térajoules,Ontario,Hydroélectricité,Consommation énergétique finale,153103.7546
2019,Térajoules,Ontario,Hydroélectricité,Consommation énergétique finale,143380.1439
2015,Térajoules,Ontario,Hydroélectricité,Total industriel,39985.45609
2016,Térajoules,Ontario,Hydroélectricité,Total industriel,42280.48935
2017,Térajoules,Ontario,Hydroélectricité,Total industriel,43463.49245
2018,Térajoules,Ontario,Hydroélectricité,Total industriel,43989.56939
2019,Térajoules,Ontario,Hydroélectricité,Total industriel,40063.53682
2015,Térajoules,Ontario,Hydroélectricité,Total transport,539.974299
2016,Térajoules,Ontario,Hydroélectricité,Total transport,562.0389632
2017,Térajoules,Ontario,Hydroélectricité,Total transport,590.4490651
2018,Térajoules,Ontario,Hydroélectricité,Total transport,576.7355072
2019,Térajoules,Ontario,Hydroélectricité,Total transport,560.5990674
2015,Térajoules,Ontario,Hydroélectricité,Agriculture,2538.763503
2016,Térajoules,Ontario,Hydroélectricité,Agriculture,2613.123648
2017,Térajoules,Ontario,Hydroélectricité,Agriculture,2625.888024
2018,Térajoules,Ontario,Hydroélectricité,Agriculture,2582.642465
2019,Térajoules,Ontario,Hydroélectricité,Agriculture,2706.084025
2015,Térajoules,Ontario,Hydroélectricité,Résidentiel,47330.65407
2016,Térajoules,Ontario,Hydroélectricité,Résidentiel,47029.36106
2017,Térajoules,Ontario,Hydroélectricité,Résidentiel,48859.73682
2018,Térajoules,Ontario,Hydroélectricité,Résidentiel,48235.35611
2019,Térajoules,Ontario,Hydroélectricité,Résidentiel,45213.84422
2015,Térajoules,Ontario,Hydroélectricité,Administrations publiques,2371.575964
2016,Térajoules,Ontario,Hydroélectricité,Administrations publiques,2275.614245
2017,Térajoules,Ontario,Hydroélectricité,Administrations publiques,2387.868037
2018,Térajoules,Ontario,Hydroélectricité,Administrations publiques,2327.209737
2019,Térajoules,Ontario,Hydroélectricité,Administrations publiques,2241.252773
2015,Térajoules,Ontario,Hydroélectricité,Commerces et autres institutions,44692.13073
2016,Térajoules,Ontario,Hydroélectricité,Commerces et autres institutions,45137.59226
2017,Térajoules,Ontario,Hydroélectricité,Commerces et autres institutions,55107.76147
2018,Térajoules,Ontario,Hydroélectricité,Commerces et autres institutions,55392.53944
2019,Térajoules,Ontario,Hydroélectricité,Commerces et autres institutions,52594.54117
2015,Térajoules,Ontario,Nucléaire,Consommation énergétique finale,359961.4453
2016,Térajoules,Ontario,Nucléaire,Consommation énergétique finale,349213.7805
2017,Térajoules,Ontario,Nucléaire,Consommation énergétique finale,345895.4974
2018,Térajoules,Ontario,Nucléaire,Consommation énergétique finale,360573.2454
2019,Térajoules,Ontario,Nucléaire,Consommation énergétique finale,358169.8561
2015,Térajoules,Ontario,Nucléaire,Total industriel,104709.5439
2016,Térajoules,Ontario,Nucléaire,Total industriel,105540.5106
2017,Térajoules,Ontario,Nucléaire,Total industriel,98237.50755
2018,Térajoules,Ontario,Nucléaire,Total industriel,103599.4306
2019,Térajoules,Ontario,Nucléaire,Total industriel,100080.4632
2015,Térajoules,Ontario,Nucléaire,Total transport,1414.025701
2016,Térajoules,Ontario,Nucléaire,Total transport,1402.961037
2017,Térajoules,Ontario,Nucléaire,Total transport,1334.550935
2018,Térajoules,Ontario,Nucléaire,Total transport,1358.264493
2019,Térajoules,Ontario,Nucléaire,Total transport,1400.400933
2015,Térajoules,Ontario,Nucléaire,Agriculture,6648.236497
2016,Térajoules,Ontario,Nucléaire,Agriculture,6522.876352
2017,Térajoules,Ontario,Nucléaire,Agriculture,5935.111976
2018,Térajoules,Ontario,Nucléaire,Agriculture,6082.357535
2019,Térajoules,Ontario,Nucléaire,Agriculture,6759.915975
2015,Térajoules,Ontario,Nucléaire,Résidentiel,123944.3459
2016,Térajoules,Ontario,Nucléaire,Résidentiel,117394.6389
2017,Térajoules,Ontario,Nucléaire,Résidentiel,110434.2632
2018,Térajoules,Ontario,Nucléaire,Résidentiel,113598.6439
2019,Térajoules,Ontario,Nucléaire,Résidentiel,112946.1558
2015,Térajoules,Ontario,Nucléaire,Administrations publiques,6210.424036
2016,Térajoules,Ontario,Nucléaire,Administrations publiques,5680.385755
2017,Térajoules,Ontario,Nucléaire,Administrations publiques,5397.131963
2018,Térajoules,Ontario,Nucléaire,Administrations publiques,5480.790263
2019,Térajoules,Ontario,Nucléaire,Administrations publiques,5598.747227
2015,Térajoules,Ontario,Nucléaire,Commerces et autres institutions,117034.8693
2016,Térajoules,Ontario,Nucléaire,Commerces et autres institutions,112672.4077
2017,Térajoules,Ontario,Nucléaire,Commerces et autres institutions,124556.2385
2018,Térajoules,Ontario,Nucléaire,Commerces et autres institutions,130454.4606
2019,Térajoules,Ontario,Nucléaire,Commerces et autres institutions,131383.4588
2015,Térajoules,Ontario,Vapeur,Consommation énergétique finale,5966
2016,Térajoules,Ontario,Vapeur,Consommation énergétique finale,5422
2017,Térajoules,Ontario,Vapeur,Consommation énergétique finale,5253
2018,Térajoules,Ontario,Vapeur,Consommation énergétique finale,6362
2019,Térajoules,Ontario,Vapeur,Consommation énergétique finale,2284
2015,Térajoules,Ontario,Vapeur,Total industriel,
2016,Térajoules,Ontario,Vapeur,Total industriel,3466
2017,Térajoules,Ontario,Vapeur,Total industriel,3808
2018,Térajoules,Ontario,Vapeur,Total industriel,5058
2019,Térajoules,Ontario,Vapeur,Total industriel,1993
2015,Térajoules,Ontario,Vapeur,Agriculture,3
2016,Térajoules,Ontario,Vapeur,Agriculture,1
2017,Térajoules,Ontario,Vapeur,Agriculture,1
2018,Térajoules,Ontario,Vapeur,Agriculture,0
2019,Térajoules,Ontario,Vapeur,Agriculture,0
2015,Térajoules,Ontario,Vapeur,Résidentiel,0
2016,Térajoules,Ontario,Vapeur,Résidentiel,0
2017,Térajoules,Ontario,Vapeur,Résidentiel,0
2018,Térajoules,Ontario,Vapeur,Résidentiel,0
2019,Térajoules,Ontario,Vapeur,Résidentiel,0
2015,Térajoules,Ontario,Vapeur,Administrations publiques,
2016,Térajoules,Ontario,Vapeur,Administrations publiques,
2017,Térajoules,Ontario,Vapeur,Administrations publiques,0
2018,Térajoules,Ontario,Vapeur,Administrations publiques,0
2019,Térajoules,Ontario,Vapeur,Administrations publiques,0
2015,Térajoules,Ontario,Vapeur,Commerces et autres institutions,2260
2016,Térajoules,Ontario,Vapeur,Commerces et autres institutions,1954
2017,Térajoules,Ontario,Vapeur,Commerces et autres institutions,1444
2018,Térajoules,Ontario,Vapeur,Commerces et autres institutions,1304
2019,Térajoules,Ontario,Vapeur,Commerces et autres institutions,292
2015,Térajoules,Ontario,Coke,Consommation énergétique finale,72003
2016,Térajoules,Ontario,Coke,Consommation énergétique finale,80371
2017,Térajoules,Ontario,Coke,Consommation énergétique finale,81737
2018,Térajoules,Ontario,Coke,Consommation énergétique finale,84159
2019,Térajoules,Ontario,Coke,Consommation énergétique finale,77859
2015,Térajoules,Ontario,Coke,Total industriel,72003
2016,Térajoules,Ontario,Coke,Total industriel,80371
2017,Térajoules,Ontario,Coke,Total industriel,81737
2018,Térajoules,Ontario,Coke,Total industriel,84159
2019,Térajoules,Ontario,Coke,Total industriel,77859
2015,Térajoules,Ontario,Gaz de cokerie,Consommation énergétique finale,21181
2016,Térajoules,Ontario,Gaz de cokerie,Consommation énergétique finale,19994
2017,Térajoules,Ontario,Gaz de cokerie,Consommation énergétique finale,19744
2018,Térajoules,Ontario,Gaz de cokerie,Consommation énergétique finale,23235
2019,Térajoules,Ontario,Gaz de cokerie,Consommation énergétique finale,22119
2015,Térajoules,Ontario,Gaz de cokerie,Total industriel,21181
2016,Térajoules,Ontario,Gaz de cokerie,Total industriel,19994
2017,Térajoules,Ontario,Gaz de cokerie,Total industriel,19744
2018,Térajoules,Ontario,Gaz de cokerie,Total industriel,23235
2019,Térajoules,Ontario,Gaz de cokerie,Total industriel,22119
2015,Térajoules,Ontario,Total des produits pétroliers raffinés,Consommation énergétique finale,978625
2016,Térajoules,Ontario,Total des produits pétroliers raffinés,Consommation énergétique finale,971061
2017,Térajoules,Ontario,Total des produits pétroliers raffinés,Consommation énergétique finale,994201
2018,Térajoules,Ontario,Total des produits pétroliers raffinés,Consommation énergétique finale,1031142
2019,Térajoules,Ontario,Total des produits pétroliers raffinés,Consommation énergétique finale,1037274
2015,Térajoules,Ontario,Total des produits pétroliers raffinés,Total industriel,68215
2016,Térajoules,Ontario,Total des produits pétroliers raffinés,Total industriel,68263
2017,Térajoules,Ontario,Total des produits pétroliers raffinés,Total industriel,69428
2018,Térajoules,Ontario,Total des produits pétroliers raffinés,Total industriel,65986
2019,Térajoules,Ontario,Total des produits pétroliers raffinés,Total industriel,66387
2015,Térajoules,Ontario,Total des produits pétroliers raffinés,Total transport,841599
2016,Térajoules,Ontario,Total des produits pétroliers raffinés,Total transport,834153
2017,Térajoules,Ontario,Total des produits pétroliers raffinés,Total transport,851665
2018,Térajoules,Ontario,Total des produits pétroliers raffinés,Total transport,880826
2019,Térajoules,Ontario,Total des produits pétroliers raffinés,Total transport,890354
2015,Térajoules,Ontario,Total des produits pétroliers raffinés,Agriculture,26038
2016,Térajoules,Ontario,Total des produits pétroliers raffinés,Agriculture,26152
2017,Térajoules,Ontario,Total des produits pétroliers raffinés,Agriculture,27789
2018,Térajoules,Ontario,Total des produits pétroliers raffinés,Agriculture,29258
2019,Térajoules,Ontario,Total des produits pétroliers raffinés,Agriculture,26697
2015,Térajoules,Ontario,Total des produits pétroliers raffinés,Résidentiel,17058
2016,Térajoules,Ontario,Total des produits pétroliers raffinés,Résidentiel,12506
2017,Térajoules,Ontario,Total des produits pétroliers raffinés,Résidentiel,10702
2018,Térajoules,Ontario,Total des produits pétroliers raffinés,Résidentiel,10747
2019,Térajoules,Ontario,Total des produits pétroliers raffinés,Résidentiel,8975
2015,Térajoules,Ontario,Total des produits pétroliers raffinés,Administrations publiques,12779
2016,Térajoules,Ontario,Total des produits pétroliers raffinés,Administrations publiques,13963
2017,Térajoules,Ontario,Total des produits pétroliers raffinés,Administrations publiques,13081
2018,Térajoules,Ontario,Total des produits pétroliers raffinés,Administrations publiques,14767
2019,Térajoules,Ontario,Total des produits pétroliers raffinés,Administrations publiques,15381
2015,Térajoules,Ontario,Total des produits pétroliers raffinés,Commerces et autres institutions,12936
2016,Térajoules,Ontario,Total des produits pétroliers raffinés,Commerces et autres institutions,16023
2017,Térajoules,Ontario,Total des produits pétroliers raffinés,Commerces et autres institutions,21536
2018,Térajoules,Ontario,Total des produits pétroliers raffinés,Commerces et autres institutions,29558
2019,Térajoules,Ontario,Total des produits pétroliers raffinés,Commerces et autres institutions,29480
2015,Térajoules,Manitoba,Énergie primaire et secondaire totale,Consommation énergétique finale,279322
2016,Térajoules,Manitoba,Énergie primaire et secondaire totale,Consommation énergétique finale,284479
2017,Térajoules,Manitoba,Énergie primaire et secondaire totale,Consommation énergétique finale,293420
2018,Térajoules,Manitoba,Énergie primaire et secondaire totale,Consommation énergétique finale,309567
2019,Térajoules,Manitoba,Énergie primaire et secondaire totale,Consommation énergétique finale,303678
2015,Térajoules,Manitoba,Énergie primaire et secondaire totale,Total industriel,62798
2016,Térajoules,Manitoba,Énergie primaire et secondaire totale,Total industriel,67268
2017,Térajoules,Manitoba,Énergie primaire et secondaire totale,Total industriel,66598
2018,Térajoules,Manitoba,Énergie primaire et secondaire totale,Total industriel,61927
2019,Térajoules,Manitoba,Énergie primaire et secondaire totale,Total industriel,59867
2015,Térajoules,Manitoba,Énergie primaire et secondaire totale,Total transport,91406
2016,Térajoules,Manitoba,Énergie primaire et secondaire totale,Total transport,93323
2017,Térajoules,Manitoba,Énergie primaire et secondaire totale,Total transport,94990
2018,Térajoules,Manitoba,Énergie primaire et secondaire totale,Total transport,106491
2019,Térajoules,Manitoba,Énergie primaire et secondaire totale,Total transport,106239
2015,Térajoules,Manitoba,Énergie primaire et secondaire totale,Agriculture,23650
2016,Térajoules,Manitoba,Énergie primaire et secondaire totale,Agriculture,23518
2017,Térajoules,Manitoba,Énergie primaire et secondaire totale,Agriculture,25286
2018,Térajoules,Manitoba,Énergie primaire et secondaire totale,Agriculture,27077
2019,Térajoules,Manitoba,Énergie primaire et secondaire totale,Agriculture,25138
2015,Térajoules,Manitoba,Énergie primaire et secondaire totale,Résidentiel,49904
2016,Térajoules,Manitoba,Énergie primaire et secondaire totale,Résidentiel,48724
2017,Térajoules,Manitoba,Énergie primaire et secondaire totale,Résidentiel,51674
2018,Térajoules,Manitoba,Énergie primaire et secondaire totale,Résidentiel,55826
2019,Térajoules,Manitoba,Énergie primaire et secondaire totale,Résidentiel,55459
2015,Térajoules,Manitoba,Énergie primaire et secondaire totale,Administrations publiques,4873
