"Year","Geography","Education attainment level","Gender","Population characteristics","Age group","GeoCode","Value"
"2013","Quebec","Bachelor's level","Total - Gender","Total population","Total, 25 to 64 years",24,17
"2013","Quebec","Bachelor's level","Men+","Total population","Total, 25 to 64 years",24,16
"2013","Quebec","Bachelor's level","Women+","Total population","Total, 25 to 64 years",24,19
"2013","Quebec","Bachelor's level","Total - Gender","Total population","25 to 34 years",24,22
"2013","Quebec","Bachelor's level","Men+","Total population","25 to 34 years",24,17
"2013","Quebec","Bachelor's level","Women+","Total population","25 to 34 years",24,26
"2013","Quebec","Bachelor's level","Total - Gender","Total population","30 to 34 years",24,21
"2013","Quebec","Bachelor's level","Men+","Total population","30 to 34 years",24,16
"2013","Quebec","Bachelor's level","Women+","Total population","30 to 34 years",24,25
"2013","Quebec","Bachelor's level","Total - Gender","Total population","35 to 44 years",24,20
"2013","Quebec","Bachelor's level","Men+","Total population","35 to 44 years",24,17
"2013","Quebec","Bachelor's level","Women+","Total population","35 to 44 years",24,23
"2013","Quebec","Bachelor's level","Total - Gender","Total population","45 to 54 years",24,16
"2013","Quebec","Bachelor's level","Men+","Total population","45 to 54 years",24,16
"2013","Quebec","Bachelor's level","Women+","Total population","45 to 54 years",24,16
"2013","Quebec","Bachelor's level","Total - Gender","Total population","55 to 64 years",24,12
"2013","Quebec","Bachelor's level","Men+","Total population","55 to 64 years",24,13
"2013","Quebec","Bachelor's level","Women+","Total population","55 to 64 years",24,12
"2013","Quebec","Master's or Doctoral level","Total - Gender","Total population","Total, 25 to 64 years",24,8
"2013","Quebec","Master's or Doctoral level","Men+","Total population","Total, 25 to 64 years",24,8
"2013","Quebec","Master's or Doctoral level","Women+","Total population","Total, 25 to 64 years",24,8
"2013","Quebec","Master's or Doctoral level","Total - Gender","Total population","25 to 34 years",24,10
"2013","Quebec","Master's or Doctoral level","Men+","Total population","25 to 34 years",24,9
"2013","Quebec","Master's or Doctoral level","Women+","Total population","25 to 34 years",24,10
"2013","Quebec","Master's or Doctoral level","Total - Gender","Total population","30 to 34 years",24,11
"2013","Quebec","Master's or Doctoral level","Men+","Total population","30 to 34 years",24,10
"2013","Quebec","Master's or Doctoral level","Women+","Total population","30 to 34 years",24,12
"2013","Quebec","Master's or Doctoral level","Total - Gender","Total population","35 to 44 years",24,10
"2013","Quebec","Master's or Doctoral level","Men+","Total population","35 to 44 years",24,10
"2013","Quebec","Master's or Doctoral level","Women+","Total population","35 to 44 years",24,11
"2013","Quebec","Master's or Doctoral level","Total - Gender","Total population","45 to 54 years",24,6
"2013","Quebec","Master's or Doctoral level","Men+","Total population","45 to 54 years",24,6
"2013","Quebec","Master's or Doctoral level","Women+","Total population","45 to 54 years",24,5
"2013","Quebec","Master's or Doctoral level","Total - Gender","Total population","55 to 64 years",24,7
"2013","Quebec","Master's or Doctoral level","Men+","Total population","55 to 64 years",24,8
"2013","Quebec","Master's or Doctoral level","Women+","Total population","55 to 64 years",24,6
"2013","Ontario","Tertiary education","Total - Gender","Total population","Total, 25 to 64 years",35,60
"2013","Ontario","Tertiary education","Men+","Total population","Total, 25 to 64 years",35,55
"2013","Ontario","Tertiary education","Women+","Total population","Total, 25 to 64 years",35,64
"2013","Ontario","Tertiary education","Total - Gender","Total population","25 to 34 years",35,65
"2013","Ontario","Tertiary education","Men+","Total population","25 to 34 years",35,57
"2013","Ontario","Tertiary education","Women+","Total population","25 to 34 years",35,73
"2013","Ontario","Tertiary education","Total - Gender","Total population","30 to 34 years",35,66
"2013","Ontario","Tertiary education","Men+","Total population","30 to 34 years",35,58
"2013","Ontario","Tertiary education","Women+","Total population","30 to 34 years",35,74
"2013","Ontario","Tertiary education","Total - Gender","Total population","35 to 44 years",35,67
"2013","Ontario","Tertiary education","Men+","Total population","35 to 44 years",35,61
"2013","Ontario","Tertiary education","Women+","Total population","35 to 44 years",35,72
"2013","Ontario","Tertiary education","Total - Gender","Total population","45 to 54 years",35,56
"2013","Ontario","Tertiary education","Men+","Total population","45 to 54 years",35,52
"2013","Ontario","Tertiary education","Women+","Total population","45 to 54 years",35,60
"2013","Ontario","Tertiary education","Total - Gender","Total population","55 to 64 years",35,51
"2013","Ontario","Tertiary education","Men+","Total population","55 to 64 years",35,49
"2013","Ontario","Tertiary education","Women+","Total population","55 to 64 years",35,53
"2013","Ontario","Short-cycle tertiary","Total - Gender","Total population","Total, 25 to 64 years",35,28
"2013","Ontario","Short-cycle tertiary","Men+","Total population","Total, 25 to 64 years",35,25
"2013","Ontario","Short-cycle tertiary","Women+","Total population","Total, 25 to 64 years",35,31
"2013","Ontario","Short-cycle tertiary","Total - Gender","Total population","25 to 34 years",35,29
"2013","Ontario","Short-cycle tertiary","Men+","Total population","25 to 34 years",35,26
"2013","Ontario","Short-cycle tertiary","Women+","Total population","25 to 34 years",35,31
"2013","Ontario","Short-cycle tertiary","Total - Gender","Total population","30 to 34 years",35,30
"2013","Ontario","Short-cycle tertiary","Men+","Total population","30 to 34 years",35,27
"2013","Ontario","Short-cycle tertiary","Women+","Total population","30 to 34 years",35,32
"2013","Ontario","Short-cycle tertiary","Total - Gender","Total population","35 to 44 years",35,30
"2013","Ontario","Short-cycle tertiary","Men+","Total population","35 to 44 years",35,27
"2013","Ontario","Short-cycle tertiary","Women+","Total population","35 to 44 years",35,33
"2013","Ontario","Short-cycle tertiary","Total - Gender","Total population","45 to 54 years",35,28
"2013","Ontario","Short-cycle tertiary","Men+","Total population","45 to 54 years",35,24
"2013","Ontario","Short-cycle tertiary","Women+","Total population","45 to 54 years",35,32
"2013","Ontario","Short-cycle tertiary","Total - Gender","Total population","55 to 64 years",35,25
"2013","Ontario","Short-cycle tertiary","Men+","Total population","55 to 64 years",35,21
"2013","Ontario","Short-cycle tertiary","Women+","Total population","55 to 64 years",35,29
"2013","Ontario","Bachelor's level","Total - Gender","Total population","Total, 25 to 64 years",35,21
"2013","Ontario","Bachelor's level","Men+","Total population","Total, 25 to 64 years",35,19
"2013","Ontario","Bachelor's level","Women+","Total population","Total, 25 to 64 years",35,22
"2013","Ontario","Bachelor's level","Total - Gender","Total population","25 to 34 years",35,25
"2013","Ontario","Bachelor's level","Men+","Total population","25 to 34 years",35,22
"2013","Ontario","Bachelor's level","Women+","Total population","25 to 34 years",35,29
"2013","Ontario","Bachelor's level","Total - Gender","Total population","30 to 34 years",35,24
"2013","Ontario","Bachelor's level","Men+","Total population","30 to 34 years",35,20
"2013","Ontario","Bachelor's level","Women+","Total population","30 to 34 years",35,27
"2013","Ontario","Bachelor's level","Total - Gender","Total population","35 to 44 years",35,23
"2013","Ontario","Bachelor's level","Men+","Total population","35 to 44 years",35,20
"2013","Ontario","Bachelor's level","Women+","Total population","35 to 44 years",35,26
"2013","Ontario","Bachelor's level","Total - Gender","Total population","45 to 54 years",35,18
"2013","Ontario","Bachelor's level","Men+","Total population","45 to 54 years",35,17
"2013","Ontario","Bachelor's level","Women+","Total population","45 to 54 years",35,19
"2013","Ontario","Bachelor's level","Total - Gender","Total population","55 to 64 years",35,17
"2013","Ontario","Bachelor's level","Men+","Total population","55 to 64 years",35,17
"2013","Ontario","Bachelor's level","Women+","Total population","55 to 64 years",35,17
"2013","Ontario","Master's or Doctoral level","Total - Gender","Total population","Total, 25 to 64 years",35,11
"2013","Ontario","Master's or Doctoral level","Men+","Total population","Total, 25 to 64 years",35,11
"2013","Ontario","Master's or Doctoral level","Women+","Total population","Total, 25 to 64 years",35,11
"2013","Ontario","Master's or Doctoral level","Total - Gender","Total population","25 to 34 years",35,11
"2013","Ontario","Master's or Doctoral level","Men+","Total population","25 to 34 years",35,9
"2013","Ontario","Master's or Doctoral level","Women+","Total population","25 to 34 years",35,13
"2013","Ontario","Master's or Doctoral level","Total - Gender","Total population","30 to 34 years",35,12
"2013","Ontario","Master's or Doctoral level","Men+","Total population","30 to 34 years",35,11
"2013","Ontario","Master's or Doctoral level","Women+","Total population","30 to 34 years",35,14
"2013","Ontario","Master's or Doctoral level","Total - Gender","Total population","35 to 44 years",35,14
"2013","Ontario","Master's or Doctoral level","Men+","Total population","35 to 44 years",35,14
"2013","Ontario","Master's or Doctoral level","Women+","Total population","35 to 44 years",35,14
"2013","Ontario","Master's or Doctoral level","Total - Gender","Total population","45 to 54 years",35,10
"2013","Ontario","Master's or Doctoral level","Men+","Total population","45 to 54 years",35,11
"2013","Ontario","Master's or Doctoral level","Women+","Total population","45 to 54 years",35,9
"2013","Ontario","Master's or Doctoral level","Total - Gender","Total population","55 to 64 years",35,9
"2013","Ontario","Master's or Doctoral level","Men+","Total population","55 to 64 years",35,11
"2013","Ontario","Master's or Doctoral level","Women+","Total population","55 to 64 years",35,8
"2013","Manitoba","Tertiary education","Total - Gender","Total population","Total, 25 to 64 years",46,45
"2013","Manitoba","Tertiary education","Men+","Total population","Total, 25 to 64 years",46,39
"2013","Manitoba","Tertiary education","Women+","Total population","Total, 25 to 64 years",46,52
"2013","Manitoba","Tertiary education","Total - Gender","Total population","25 to 34 years",46,48
"2013","Manitoba","Tertiary education","Men+","Total population","25 to 34 years",46,40
"2013","Manitoba","Tertiary education","Women+","Total population","25 to 34 years",46,56
"2013","Manitoba","Tertiary education","Total - Gender","Total population","30 to 34 years",46,50
"2013","Manitoba","Tertiary education","Men+","Total population","30 to 34 years",46,41
"2013","Manitoba","Tertiary education","Women+","Total population","30 to 34 years",46,60
"2013","Manitoba","Tertiary education","Total - Gender","Total population","35 to 44 years",46,49
"2013","Manitoba","Tertiary education","Men+","Total population","35 to 44 years",46,42
"2013","Manitoba","Tertiary education","Women+","Total population","35 to 44 years",46,56
"2013","Manitoba","Tertiary education","Total - Gender","Total population","45 to 54 years",46,44
"2013","Manitoba","Tertiary education","Men+","Total population","45 to 54 years",46,38
"2013","Manitoba","Tertiary education","Women+","Total population","45 to 54 years",46,50
"2013","Manitoba","Tertiary education","Total - Gender","Total population","55 to 64 years",46,40
"2013","Manitoba","Tertiary education","Men+","Total population","55 to 64 years",46,36
"2013","Manitoba","Tertiary education","Women+","Total population","55 to 64 years",46,43
"2013","Manitoba","Short-cycle tertiary","Total - Gender","Total population","Total, 25 to 64 years",46,21
"2013","Manitoba","Short-cycle tertiary","Men+","Total population","Total, 25 to 64 years",46,17
