"Year","Geography","Industries","Environmental management practices","GeoCode","Value","Environmental protection activities"
"2021","Canada","Other manufacturing industries","Greenhouse gas emission inventory",,6.9,
"2021","Canada","Other manufacturing industries","Purchased carbon offset credits only or purchased more than sold",,0.5,
"2021","Canada","Other manufacturing industries","Sold carbon offset credits only or sold more than purchased",,0.5,
"2021","Canada","Other manufacturing industries","Other environmental management practices",,11.8,
"2021","Canada","Pipeline transportation","Reported using one or more environmental management practices",,86,
"2021","Canada","Pipeline transportation","Environmental management system",,84,
"2021","Canada","Pipeline transportation","Pollution prevention plan",,46,
"2021","Canada","Pipeline transportation","Life cycle management",,0,
"2021","Canada","Pipeline transportation","ISO 14000 family certification",,0,
"2021","Canada","Pipeline transportation","Environmental voluntary agreements or programs",,0,
"2021","Canada","Pipeline transportation","Green procurements policy or guidelines",,0,
"2021","Canada","Pipeline transportation","Environmental supply chain management policy",,0,
"2021","Canada","Pipeline transportation","New or improved environmental supply chain management policy",,0,
"2021","Canada","Pipeline transportation","Environmental incentive programs, grants, loans, or tax credits",,,
"2021","Canada","Pipeline transportation","Greenhouse gas emission inventory",,56,
"2021","Canada","Pipeline transportation","Purchased carbon offset credits only or purchased more than sold",,,
"2021","Canada","Pipeline transportation","Sold carbon offset credits only or sold more than purchased",,0,
"2021","Canada","Pipeline transportation","Other environmental management practices",,0,
"2021","Atlantic provinces","Total, industries","Reported using one or more environmental management practices",,34.5,
"2021","Atlantic provinces","Total, industries","Environmental management system",,18.6,
"2021","Atlantic provinces","Total, industries","Pollution prevention plan",,20.4,
"2021","Atlantic provinces","Total, industries","Life cycle management",,4.4,
"2021","Atlantic provinces","Total, industries","ISO 14000 family certification",,4.1,
"2021","Atlantic provinces","Total, industries","Environmental voluntary agreements or programs",,5.6,
"2021","Atlantic provinces","Total, industries","Green procurements policy or guidelines",,3.7,
"2021","Atlantic provinces","Total, industries","Environmental supply chain management policy",,3.5,
"2021","Atlantic provinces","Total, industries","New or improved environmental supply chain management policy",,2.8,
"2021","Atlantic provinces","Total, industries","Environmental incentive programs, grants, loans, or tax credits",,5.3,
"2021","Atlantic provinces","Total, industries","Greenhouse gas emission inventory",,11.5,
"2021","Atlantic provinces","Total, industries","Purchased carbon offset credits only or purchased more than sold",,0.8,
"2021","Atlantic provinces","Total, industries","Sold carbon offset credits only or sold more than purchased",,0.7,
"2021","Atlantic provinces","Total, industries","Other environmental management practices",,3.5,
"2021","Newfoundland and Labrador","Total, industries","Reported using one or more environmental management practices",10,32.5,
"2021","Newfoundland and Labrador","Total, industries","Environmental management system",10,19.4,
"2021","Newfoundland and Labrador","Total, industries","Pollution prevention plan",10,24.6,
"2021","Newfoundland and Labrador","Total, industries","Life cycle management",10,5,
"2021","Newfoundland and Labrador","Total, industries","ISO 14000 family certification",10,5,
"2021","Newfoundland and Labrador","Total, industries","Environmental voluntary agreements or programs",10,8.1,
"2021","Newfoundland and Labrador","Total, industries","Green procurements policy or guidelines",10,3.9,
"2021","Newfoundland and Labrador","Total, industries","Environmental supply chain management policy",10,1.7,
"2021","Newfoundland and Labrador","Total, industries","New or improved environmental supply chain management policy",10,,
"2021","Newfoundland and Labrador","Total, industries","Environmental incentive programs, grants, loans, or tax credits",10,6.9,
"2021","Newfoundland and Labrador","Total, industries","Greenhouse gas emission inventory",10,15,
"2021","Newfoundland and Labrador","Total, industries","Purchased carbon offset credits only or purchased more than sold",10,1.7,
"2021","Newfoundland and Labrador","Total, industries","Sold carbon offset credits only or sold more than purchased",10,2,
"2021","Newfoundland and Labrador","Total, industries","Other environmental management practices",10,4.4,
"2021","Prince Edward Island","Total, industries","Reported using one or more environmental management practices",11,24.8,
"2021","Prince Edward Island","Total, industries","Environmental management system",11,10.6,
"2021","Prince Edward Island","Total, industries","Pollution prevention plan",11,9.7,
"2021","Prince Edward Island","Total, industries","Life cycle management",11,2.7,
"2021","Prince Edward Island","Total, industries","ISO 14000 family certification",11,,
"2021","Prince Edward Island","Total, industries","Environmental voluntary agreements or programs",11,3.5,
"2021","Prince Edward Island","Total, industries","Green procurements policy or guidelines",11,3.5,
"2021","Prince Edward Island","Total, industries","Environmental supply chain management policy",11,3.5,
"2021","Prince Edward Island","Total, industries","New or improved environmental supply chain management policy",11,,
"2021","Prince Edward Island","Total, industries","Environmental incentive programs, grants, loans, or tax credits",11,8,
"2021","Prince Edward Island","Total, industries","Greenhouse gas emission inventory",11,8,
"2021","Prince Edward Island","Total, industries","Purchased carbon offset credits only or purchased more than sold",11,,
"2021","Prince Edward Island","Total, industries","Sold carbon offset credits only or sold more than purchased",11,0,
"2021","Prince Edward Island","Total, industries","Other environmental management practices",11,4.4,
"2021","Nova Scotia","Total, industries","Reported using one or more environmental management practices",12,33.4,
"2021","Nova Scotia","Total, industries","Environmental management system",12,18.4,
"2021","Nova Scotia","Total, industries","Pollution prevention plan",12,19.2,
"2021","Nova Scotia","Total, industries","Life cycle management",12,5.1,
"2021","Nova Scotia","Total, industries","ISO 14000 family certification",12,3.4,
"2021","Nova Scotia","Total, industries","Environmental voluntary agreements or programs",12,2.4,
"2021","Nova Scotia","Total, industries","Green procurements policy or guidelines",12,3.7,
"2021","Nova Scotia","Total, industries","Environmental supply chain management policy",12,3.5,
"2021","Nova Scotia","Total, industries","New or improved environmental supply chain management policy",12,3.9,
"2021","Nova Scotia","Total, industries","Environmental incentive programs, grants, loans, or tax credits",12,5.2,
"2021","Nova Scotia","Total, industries","Greenhouse gas emission inventory",12,9.2,
"2021","Nova Scotia","Total, industries","Purchased carbon offset credits only or purchased more than sold",12,,
"2021","Nova Scotia","Total, industries","Sold carbon offset credits only or sold more than purchased",12,,
"2021","Nova Scotia","Total, industries","Other environmental management practices",12,2.6,
"2021","New Brunswick","Total, industries","Reported using one or more environmental management practices",13,41.1,
"2021","New Brunswick","Total, industries","Environmental management system",13,21.3,
"2021","New Brunswick","Total, industries","Pollution prevention plan",13,23.5,
"2021","New Brunswick","Total, industries","Life cycle management",13,3.6,
"2021","New Brunswick","Total, industries","ISO 14000 family certification",13,5.3,
