"Year","Units","Geography","Economic family type","GeoCode","Value"
"2017","2023 constant dollars","Saskatchewan","Senior couples",47,73900
"2017","2023 constant dollars","Saskatchewan","Other senior families",47,81500
"2017","2023 constant dollars","Saskatchewan","Non-senior families",47,113300
"2017","2023 constant dollars","Saskatchewan","Couples",47,107000
"2017","2023 constant dollars","Saskatchewan","Couples with children",47,123100
"2017","2023 constant dollars","Saskatchewan","Couples with other relatives",47,141300
"2017","2023 constant dollars","Saskatchewan","Lone-parent families",47,53400
"2017","2023 constant dollars","Saskatchewan","Male lone-parent families",47,84300
"2017","2023 constant dollars","Saskatchewan","Female lone-parent families",47,51400
"2017","2023 constant dollars","Saskatchewan","Other non-senior families",47,95000
"2017","2023 constant dollars","Saskatchewan","Persons not in an economic family",47,37300
"2017","2023 constant dollars","Saskatchewan","Seniors not in an economic family",47,33800
"2017","2023 constant dollars","Saskatchewan","Senior males not in an economic family",47,34400
"2017","2023 constant dollars","Saskatchewan","Senior females not in an economic family",47,33300
"2017","2023 constant dollars","Saskatchewan","Non-seniors not in an economic family",47,39200
"2017","2023 constant dollars","Saskatchewan","Non-senior males not in an economic family",47,40100
"2017","2023 constant dollars","Saskatchewan","Non-senior females not in an economic family",47,38800
"2017","2023 constant dollars","Alberta","Economic families and persons not in an economic family",48,86400
"2017","2023 constant dollars","Alberta","Economic families",48,119400
"2017","2023 constant dollars","Alberta","Senior families",48,86500
"2017","2023 constant dollars","Alberta","Senior couples",48,81200
"2017","2023 constant dollars","Alberta","Other senior families",48,112000
"2017","2023 constant dollars","Alberta","Non-senior families",48,125300
"2017","2023 constant dollars","Alberta","Couples",48,112500
"2017","2023 constant dollars","Alberta","Couples with children",48,128700
"2017","2023 constant dollars","Alberta","Couples with other relatives",48,166600
"2017","2023 constant dollars","Alberta","Lone-parent families",48,72900
"2017","2023 constant dollars","Alberta","Male lone-parent families",48,92700
"2017","2023 constant dollars","Alberta","Female lone-parent families",48,65800
"2017","2023 constant dollars","Alberta","Other non-senior families",48,114300
"2017","2023 constant dollars","Alberta","Persons not in an economic family",48,44200
"2017","2023 constant dollars","Alberta","Seniors not in an economic family",48,37900
"2017","2023 constant dollars","Alberta","Senior males not in an economic family",48,37800
"2017","2023 constant dollars","Alberta","Senior females not in an economic family",48,38500
"2017","2023 constant dollars","Alberta","Non-seniors not in an economic family",48,47100
"2017","2023 constant dollars","Alberta","Non-senior males not in an economic family",48,50600
"2017","2023 constant dollars","Alberta","Non-senior females not in an economic family",48,42000
"2017","2023 constant dollars","British Columbia","Economic families and persons not in an economic family",59,72200
"2017","2023 constant dollars","British Columbia","Economic families",59,101500
"2017","2023 constant dollars","British Columbia","Senior families",59,79200
"2017","2023 constant dollars","British Columbia","Senior couples",59,76600
"2017","2023 constant dollars","British Columbia","Other senior families",59,81500
"2017","2023 constant dollars","British Columbia","Non-senior families",59,109000
"2017","2023 constant dollars","British Columbia","Couples",59,101500
"2017","2023 constant dollars","British Columbia","Couples with children",59,123000
"2017","2023 constant dollars","British Columbia","Couples with other relatives",59,151500
"2017","2023 constant dollars","British Columbia","Lone-parent families",59,59000
"2017","2023 constant dollars","British Columbia","Male lone-parent families",59,70800
"2017","2023 constant dollars","British Columbia","Female lone-parent families",59,58800
"2017","2023 constant dollars","British Columbia","Other non-senior families",59,82600
"2017","2023 constant dollars","British Columbia","Persons not in an economic family",59,35100
"2017","2023 constant dollars","British Columbia","Seniors not in an economic family",59,34400
"2017","2023 constant dollars","British Columbia","Senior males not in an economic family",59,40300
"2017","2023 constant dollars","British Columbia","Senior females not in an economic family",59,33600
"2017","2023 constant dollars","British Columbia","Non-seniors not in an economic family",59,35600
"2017","2023 constant dollars","British Columbia","Non-senior males not in an economic family",59,38400
"2017","2023 constant dollars","British Columbia","Non-senior females not in an economic family",59,31400
"2017","2023 constant dollars","Québec, Quebec","Economic families and persons not in an economic family",,75400
"2017","2023 constant dollars","Québec, Quebec","Economic families",,98400
"2017","2023 constant dollars","Québec, Quebec","Senior families",,74400
"2017","2023 constant dollars","Québec, Quebec","Senior couples",,72800
"2017","2023 constant dollars","Québec, Quebec","Other senior families",,
"2017","2023 constant dollars","Québec, Quebec","Non-senior families",,104600
"2017","2023 constant dollars","Québec, Quebec","Couples",,91800
"2017","2023 constant dollars","Québec, Quebec","Couples with children",,121900
"2017","2023 constant dollars","Québec, Quebec","Couples with other relatives",,133300
"2017","2023 constant dollars","Québec, Quebec","Lone-parent families",,72500
"2017","2023 constant dollars","Québec, Quebec","Male lone-parent families",,
"2017","2023 constant dollars","Québec, Quebec","Female lone-parent families",,80700
"2017","2023 constant dollars","Québec, Quebec","Other non-senior families",,84600
"2017","2023 constant dollars","Québec, Quebec","Persons not in an economic family",,38000
"2017","2023 constant dollars","Québec, Quebec","Seniors not in an economic family",,29600
"2017","2023 constant dollars","Québec, Quebec","Senior males not in an economic family",,34800
"2017","2023 constant dollars","Québec, Quebec","Senior females not in an economic family",,29400
"2017","2023 constant dollars","Québec, Quebec","Non-seniors not in an economic family",,41300
"2017","2023 constant dollars","Québec, Quebec","Non-senior males not in an economic family",,44400
"2017","2023 constant dollars","Québec, Quebec","Non-senior females not in an economic family",,37400
"2017","2023 constant dollars","Montréal, Quebec","Economic families and persons not in an economic family",,62100
"2017","2023 constant dollars","Montréal, Quebec","Economic families",,90800
"2017","2023 constant dollars","Montréal, Quebec","Senior families",,69600
"2017","2023 constant dollars","Montréal, Quebec","Senior couples",,69600
"2017","2023 constant dollars","Montréal, Quebec","Other senior families",,68400
"2017","2023 constant dollars","Montréal, Quebec","Non-senior families",,96800
"2017","2023 constant dollars","Montréal, Quebec","Couples",,80200
"2017","2023 constant dollars","Montréal, Quebec","Couples with children",,107800
"2017","2023 constant dollars","Montréal, Quebec","Couples with other relatives",,142200
"2017","2023 constant dollars","Montréal, Quebec","Lone-parent families",,64800
"2017","2023 constant dollars","Montréal, Quebec","Male lone-parent families",,
"2017","2023 constant dollars","Montréal, Quebec","Female lone-parent families",,62900
"2017","2023 constant dollars","Montréal, Quebec","Other non-senior families",,70800
"2017","2023 constant dollars","Montréal, Quebec","Persons not in an economic family",,35300
"2017","2023 constant dollars","Montréal, Quebec","Seniors not in an economic family",,29800
"2017","2023 constant dollars","Montréal, Quebec","Senior males not in an economic family",,32300
"2017","2023 constant dollars","Montréal, Quebec","Senior females not in an economic family",,28300
"2017","2023 constant dollars","Montréal, Quebec","Non-seniors not in an economic family",,38600
"2017","2023 constant dollars","Montréal, Quebec","Non-senior males not in an economic family",,39000
"2017","2023 constant dollars","Montréal, Quebec","Non-senior females not in an economic family",,37100
"2017","2023 constant dollars","Ottawa-Gatineau, Ontario/Quebec","Economic families and persons not in an economic family",,76000
"2017","2023 constant dollars","Ottawa-Gatineau, Ontario/Quebec","Economic families",,113400
"2017","2023 constant dollars","Ottawa-Gatineau, Ontario/Quebec","Senior families",,93900
"2017","2023 constant dollars","Ottawa-Gatineau, Ontario/Quebec","Senior couples",,93800
"2017","2023 constant dollars","Ottawa-Gatineau, Ontario/Quebec","Other senior families",,96600
"2017","2023 constant dollars","Ottawa-Gatineau, Ontario/Quebec","Non-senior families",,116100
"2017","2023 constant dollars","Ottawa-Gatineau, Ontario/Quebec","Couples",,114100
"2017","2023 constant dollars","Ottawa-Gatineau, Ontario/Quebec","Couples with children",,128500
"2017","2023 constant dollars","Ottawa-Gatineau, Ontario/Quebec","Couples with other relatives",,179600
"2017","2023 constant dollars","Ottawa-Gatineau, Ontario/Quebec","Lone-parent families",,67900
"2017","2023 constant dollars","Ottawa-Gatineau, Ontario/Quebec","Male lone-parent families",,
"2017","2023 constant dollars","Ottawa-Gatineau, Ontario/Quebec","Female lone-parent families",,57400
"2017","2023 constant dollars","Ottawa-Gatineau, Ontario/Quebec","Other non-senior families",,88700
"2017","2023 constant dollars","Ottawa-Gatineau, Ontario/Quebec","Persons not in an economic family",,43800
"2017","2023 constant dollars","Ottawa-Gatineau, Ontario/Quebec","Seniors not in an economic family",,40000
"2017","2023 constant dollars","Ottawa-Gatineau, Ontario/Quebec","Senior males not in an economic family",,32000
"2017","2023 constant dollars","Ottawa-Gatineau, Ontario/Quebec","Senior females not in an economic family",,42300
