Year,Units,data.Geography,data.Fuel type,data.Demand characteristics,Value
2018,data.Terajoules,data.Ontario,data.Hydroelectricity,data.Total transportation,577
2019,data.Terajoules,data.Ontario,data.Hydroelectricity,data.Total transportation,561
2015,data.Terajoules,data.Ontario,data.Hydroelectricity,data.Agriculture,2539
2016,data.Terajoules,data.Ontario,data.Hydroelectricity,data.Agriculture,2613
2017,data.Terajoules,data.Ontario,data.Hydroelectricity,data.Agriculture,2626
2018,data.Terajoules,data.Ontario,data.Hydroelectricity,data.Agriculture,2583
2019,data.Terajoules,data.Ontario,data.Hydroelectricity,data.Agriculture,2706
2015,data.Terajoules,data.Ontario,data.Hydroelectricity,data.Residential,47331
2016,data.Terajoules,data.Ontario,data.Hydroelectricity,data.Residential,47029
2017,data.Terajoules,data.Ontario,data.Hydroelectricity,data.Residential,48860
2018,data.Terajoules,data.Ontario,data.Hydroelectricity,data.Residential,48235
2019,data.Terajoules,data.Ontario,data.Hydroelectricity,data.Residential,45214
2015,data.Terajoules,data.Ontario,data.Hydroelectricity,data.Public administration,2372
2016,data.Terajoules,data.Ontario,data.Hydroelectricity,data.Public administration,2276
2017,data.Terajoules,data.Ontario,data.Hydroelectricity,data.Public administration,2388
2018,data.Terajoules,data.Ontario,data.Hydroelectricity,data.Public administration,2327
2019,data.Terajoules,data.Ontario,data.Hydroelectricity,data.Public administration,2241
2015,data.Terajoules,data.Ontario,data.Hydroelectricity,data.Commercial and other institutional,44692
2016,data.Terajoules,data.Ontario,data.Hydroelectricity,data.Commercial and other institutional,45138
2017,data.Terajoules,data.Ontario,data.Hydroelectricity,data.Commercial and other institutional,55108
2018,data.Terajoules,data.Ontario,data.Hydroelectricity,data.Commercial and other institutional,55393
2019,data.Terajoules,data.Ontario,data.Hydroelectricity,data.Commercial and other institutional,52595
2015,data.Terajoules,data.Ontario,data.Nuclear,data.Energy use - final demand,359961
2016,data.Terajoules,data.Ontario,data.Nuclear,data.Energy use - final demand,349214
2017,data.Terajoules,data.Ontario,data.Nuclear,data.Energy use - final demand,345895
2018,data.Terajoules,data.Ontario,data.Nuclear,data.Energy use - final demand,360573
2019,data.Terajoules,data.Ontario,data.Nuclear,data.Energy use - final demand,358170
2015,data.Terajoules,data.Ontario,data.Nuclear,data.Total industrial,104710
2016,data.Terajoules,data.Ontario,data.Nuclear,data.Total industrial,105541
2017,data.Terajoules,data.Ontario,data.Nuclear,data.Total industrial,98238
2018,data.Terajoules,data.Ontario,data.Nuclear,data.Total industrial,103599
2019,data.Terajoules,data.Ontario,data.Nuclear,data.Total industrial,100080
2015,data.Terajoules,data.Ontario,data.Nuclear,data.Total transportation,1414
2016,data.Terajoules,data.Ontario,data.Nuclear,data.Total transportation,1403
2017,data.Terajoules,data.Ontario,data.Nuclear,data.Total transportation,1335
2018,data.Terajoules,data.Ontario,data.Nuclear,data.Total transportation,1358
2019,data.Terajoules,data.Ontario,data.Nuclear,data.Total transportation,1400
2015,data.Terajoules,data.Ontario,data.Nuclear,data.Agriculture,6648
2016,data.Terajoules,data.Ontario,data.Nuclear,data.Agriculture,6523
2017,data.Terajoules,data.Ontario,data.Nuclear,data.Agriculture,5935
2018,data.Terajoules,data.Ontario,data.Nuclear,data.Agriculture,6082
2019,data.Terajoules,data.Ontario,data.Nuclear,data.Agriculture,6760
2015,data.Terajoules,data.Ontario,data.Nuclear,data.Residential,123944
2016,data.Terajoules,data.Ontario,data.Nuclear,data.Residential,117395
2017,data.Terajoules,data.Ontario,data.Nuclear,data.Residential,110434
2018,data.Terajoules,data.Ontario,data.Nuclear,data.Residential,113599
2019,data.Terajoules,data.Ontario,data.Nuclear,data.Residential,112946
2015,data.Terajoules,data.Ontario,data.Nuclear,data.Public administration,6210
2016,data.Terajoules,data.Ontario,data.Nuclear,data.Public administration,5680
2017,data.Terajoules,data.Ontario,data.Nuclear,data.Public administration,5397
2018,data.Terajoules,data.Ontario,data.Nuclear,data.Public administration,5481
2019,data.Terajoules,data.Ontario,data.Nuclear,data.Public administration,5599
2015,data.Terajoules,data.Ontario,data.Nuclear,data.Commercial and other institutional,117035
2016,data.Terajoules,data.Ontario,data.Nuclear,data.Commercial and other institutional,112672
2017,data.Terajoules,data.Ontario,data.Nuclear,data.Commercial and other institutional,124556
2018,data.Terajoules,data.Ontario,data.Nuclear,data.Commercial and other institutional,130454
2019,data.Terajoules,data.Ontario,data.Nuclear,data.Commercial and other institutional,131383
2015,data.Terajoules,data.Ontario,data.Steam,data.Energy use - final demand,5966
2016,data.Terajoules,data.Ontario,data.Steam,data.Energy use - final demand,5422
2017,data.Terajoules,data.Ontario,data.Steam,data.Energy use - final demand,5253
2018,data.Terajoules,data.Ontario,data.Steam,data.Energy use - final demand,6362
2019,data.Terajoules,data.Ontario,data.Steam,data.Energy use - final demand,2284
2015,data.Terajoules,data.Ontario,data.Steam,data.Total industrial,
2016,data.Terajoules,data.Ontario,data.Steam,data.Total industrial,3466
2017,data.Terajoules,data.Ontario,data.Steam,data.Total industrial,3808
2018,data.Terajoules,data.Ontario,data.Steam,data.Total industrial,5058
2019,data.Terajoules,data.Ontario,data.Steam,data.Total industrial,1993
2015,data.Terajoules,data.Ontario,data.Steam,data.Agriculture,3
2016,data.Terajoules,data.Ontario,data.Steam,data.Agriculture,1
2017,data.Terajoules,data.Ontario,data.Steam,data.Agriculture,1
2018,data.Terajoules,data.Ontario,data.Steam,data.Agriculture,0
2019,data.Terajoules,data.Ontario,data.Steam,data.Agriculture,0
2015,data.Terajoules,data.Ontario,data.Steam,data.Residential,0
2016,data.Terajoules,data.Ontario,data.Steam,data.Residential,0
2017,data.Terajoules,data.Ontario,data.Steam,data.Residential,0
2018,data.Terajoules,data.Ontario,data.Steam,data.Residential,0
2019,data.Terajoules,data.Ontario,data.Steam,data.Residential,0
2015,data.Terajoules,data.Ontario,data.Steam,data.Public administration,
2016,data.Terajoules,data.Ontario,data.Steam,data.Public administration,
2017,data.Terajoules,data.Ontario,data.Steam,data.Public administration,0
2018,data.Terajoules,data.Ontario,data.Steam,data.Public administration,0
2019,data.Terajoules,data.Ontario,data.Steam,data.Public administration,0
2015,data.Terajoules,data.Ontario,data.Steam,data.Commercial and other institutional,2260
2016,data.Terajoules,data.Ontario,data.Steam,data.Commercial and other institutional,1954
2017,data.Terajoules,data.Ontario,data.Steam,data.Commercial and other institutional,1444
2018,data.Terajoules,data.Ontario,data.Steam,data.Commercial and other institutional,1304
2019,data.Terajoules,data.Ontario,data.Steam,data.Commercial and other institutional,292
2015,data.Terajoules,data.Ontario,data.Coke,data.Energy use - final demand,72003
2016,data.Terajoules,data.Ontario,data.Coke,data.Energy use - final demand,80371
2017,data.Terajoules,data.Ontario,data.Coke,data.Energy use - final demand,81737
2018,data.Terajoules,data.Ontario,data.Coke,data.Energy use - final demand,84159
2019,data.Terajoules,data.Ontario,data.Coke,data.Energy use - final demand,77859
2015,data.Terajoules,data.Ontario,data.Coke,data.Total industrial,72003
2016,data.Terajoules,data.Ontario,data.Coke,data.Total industrial,80371
2017,data.Terajoules,data.Ontario,data.Coke,data.Total industrial,81737
2018,data.Terajoules,data.Ontario,data.Coke,data.Total industrial,84159
2019,data.Terajoules,data.Ontario,data.Coke,data.Total industrial,77859
2015,data.Terajoules,data.Ontario,data.Coke oven gas,data.Energy use - final demand,21181
2016,data.Terajoules,data.Ontario,data.Coke oven gas,data.Energy use - final demand,19994
2017,data.Terajoules,data.Ontario,data.Coke oven gas,data.Energy use - final demand,19744
2018,data.Terajoules,data.Ontario,data.Coke oven gas,data.Energy use - final demand,23235
2019,data.Terajoules,data.Ontario,data.Coke oven gas,data.Energy use - final demand,22119
2015,data.Terajoules,data.Ontario,data.Coke oven gas,data.Total industrial,21181
2016,data.Terajoules,data.Ontario,data.Coke oven gas,data.Total industrial,19994
2017,data.Terajoules,data.Ontario,data.Coke oven gas,data.Total industrial,19744
2018,data.Terajoules,data.Ontario,data.Coke oven gas,data.Total industrial,23235
2019,data.Terajoules,data.Ontario,data.Coke oven gas,data.Total industrial,22119
2015,data.Terajoules,data.Ontario,data.Total refined petroleum products,data.Energy use - final demand,978625
2016,data.Terajoules,data.Ontario,data.Total refined petroleum products,data.Energy use - final demand,971061
2017,data.Terajoules,data.Ontario,data.Total refined petroleum products,data.Energy use - final demand,994201
2018,data.Terajoules,data.Ontario,data.Total refined petroleum products,data.Energy use - final demand,1031142
2019,data.Terajoules,data.Ontario,data.Total refined petroleum products,data.Energy use - final demand,1037274
2015,data.Terajoules,data.Ontario,data.Total refined petroleum products,data.Total industrial,68215
2016,data.Terajoules,data.Ontario,data.Total refined petroleum products,data.Total industrial,68263
2017,data.Terajoules,data.Ontario,data.Total refined petroleum products,data.Total industrial,69428
2018,data.Terajoules,data.Ontario,data.Total refined petroleum products,data.Total industrial,65986
2019,data.Terajoules,data.Ontario,data.Total refined petroleum products,data.Total industrial,66387
2015,data.Terajoules,data.Ontario,data.Total refined petroleum products,data.Total transportation,841599
2016,data.Terajoules,data.Ontario,data.Total refined petroleum products,data.Total transportation,834153
2017,data.Terajoules,data.Ontario,data.Total refined petroleum products,data.Total transportation,851665
2018,data.Terajoules,data.Ontario,data.Total refined petroleum products,data.Total transportation,880826
2019,data.Terajoules,data.Ontario,data.Total refined petroleum products,data.Total transportation,890354
2015,data.Terajoules,data.Ontario,data.Total refined petroleum products,data.Agriculture,26038
2016,data.Terajoules,data.Ontario,data.Total refined petroleum products,data.Agriculture,26152
2017,data.Terajoules,data.Ontario,data.Total refined petroleum products,data.Agriculture,27789
2018,data.Terajoules,data.Ontario,data.Total refined petroleum products,data.Agriculture,29258
2019,data.Terajoules,data.Ontario,data.Total refined petroleum products,data.Agriculture,26697
2015,data.Terajoules,data.Ontario,data.Total refined petroleum products,data.Residential,17058
2016,data.Terajoules,data.Ontario,data.Total refined petroleum products,data.Residential,12506
2017,data.Terajoules,data.Ontario,data.Total refined petroleum products,data.Residential,10702
2018,data.Terajoules,data.Ontario,data.Total refined petroleum products,data.Residential,10747
2019,data.Terajoules,data.Ontario,data.Total refined petroleum products,data.Residential,8975
2015,data.Terajoules,data.Ontario,data.Total refined petroleum products,data.Public administration,12779
2016,data.Terajoules,data.Ontario,data.Total refined petroleum products,data.Public administration,13963
2017,data.Terajoules,data.Ontario,data.Total refined petroleum products,data.Public administration,13081
2018,data.Terajoules,data.Ontario,data.Total refined petroleum products,data.Public administration,14767
2019,data.Terajoules,data.Ontario,data.Total refined petroleum products,data.Public administration,15381
2015,data.Terajoules,data.Ontario,data.Total refined petroleum products,data.Commercial and other institutional,12936
2016,data.Terajoules,data.Ontario,data.Total refined petroleum products,data.Commercial and other institutional,16023
2017,data.Terajoules,data.Ontario,data.Total refined petroleum products,data.Commercial and other institutional,21536
2018,data.Terajoules,data.Ontario,data.Total refined petroleum products,data.Commercial and other institutional,29558
2019,data.Terajoules,data.Ontario,data.Total refined petroleum products,data.Commercial and other institutional,29480
2015,data.Terajoules,data.Manitoba,data.Total primary and secondary energy,data.Energy use - final demand,279322
2016,data.Terajoules,data.Manitoba,data.Total primary and secondary energy,data.Energy use - final demand,284479
2017,data.Terajoules,data.Manitoba,data.Total primary and secondary energy,data.Energy use - final demand,293420
2018,data.Terajoules,data.Manitoba,data.Total primary and secondary energy,data.Energy use - final demand,309567
2019,data.Terajoules,data.Manitoba,data.Total primary and secondary energy,data.Energy use - final demand,303678
2015,data.Terajoules,data.Manitoba,data.Total primary and secondary energy,data.Total industrial,62798
2016,data.Terajoules,data.Manitoba,data.Total primary and secondary energy,data.Total industrial,67268
2017,data.Terajoules,data.Manitoba,data.Total primary and secondary energy,data.Total industrial,66598
