Year,Units,Geography,Offences,Age,Sex,Value
2017/2018,Adult criminal courts,Manitoba,Total Criminal Code,Total,Total,143
2018/2019,Adult criminal courts,Manitoba,Total Criminal Code,Total,Total,137
2014/2015,Adult criminal courts,Manitoba,Total Criminal Code,Total,Males,
2015/2016,Adult criminal courts,Manitoba,Total Criminal Code,Total,Males,
2016/2017,Adult criminal courts,Manitoba,Total Criminal Code,Total,Males,
2017/2018,Adult criminal courts,Manitoba,Total Criminal Code,Total,Males,
2018/2019,Adult criminal courts,Manitoba,Total Criminal Code,Total,Males,
2014/2015,Adult criminal courts,Manitoba,Total Criminal Code,Total,Females,
2015/2016,Adult criminal courts,Manitoba,Total Criminal Code,Total,Females,
2016/2017,Adult criminal courts,Manitoba,Total Criminal Code,Total,Females,
2017/2018,Adult criminal courts,Manitoba,Total Criminal Code,Total,Females,
2018/2019,Adult criminal courts,Manitoba,Total Criminal Code,Total,Females,
2014/2015,Adult criminal courts,Manitoba,Total Criminal Code,Total,Company,873
2015/2016,Adult criminal courts,Manitoba,Total Criminal Code,Total,Company,239
2016/2017,Adult criminal courts,Manitoba,Total Criminal Code,Total,Company,0
2017/2018,Adult criminal courts,Manitoba,Total Criminal Code,Total,Company,0
2018/2019,Adult criminal courts,Manitoba,Total Criminal Code,Total,Company,0
2014/2015,Adult criminal courts,Manitoba,Total Criminal Code,Total,Sex unknown,150
2015/2016,Adult criminal courts,Manitoba,Total Criminal Code,Total,Sex unknown,147
2016/2017,Adult criminal courts,Manitoba,Total Criminal Code,Total,Sex unknown,147
2017/2018,Adult criminal courts,Manitoba,Total Criminal Code,Total,Sex unknown,143
2018/2019,Adult criminal courts,Manitoba,Total Criminal Code,Total,Sex unknown,137
2014/2015,Adult criminal courts,Manitoba,Total Criminal Code,18 to 24 years,Total,157
2015/2016,Adult criminal courts,Manitoba,Total Criminal Code,18 to 24 years,Total,148
2016/2017,Adult criminal courts,Manitoba,Total Criminal Code,18 to 24 years,Total,156
2017/2018,Adult criminal courts,Manitoba,Total Criminal Code,18 to 24 years,Total,155
2018/2019,Adult criminal courts,Manitoba,Total Criminal Code,18 to 24 years,Total,153
2014/2015,Adult criminal courts,Manitoba,Total Criminal Code,18 to 24 years,Males,
2015/2016,Adult criminal courts,Manitoba,Total Criminal Code,18 to 24 years,Males,
2016/2017,Adult criminal courts,Manitoba,Total Criminal Code,18 to 24 years,Males,
2017/2018,Adult criminal courts,Manitoba,Total Criminal Code,18 to 24 years,Males,
2018/2019,Adult criminal courts,Manitoba,Total Criminal Code,18 to 24 years,Males,
2014/2015,Adult criminal courts,Manitoba,Total Criminal Code,18 to 24 years,Females,
2015/2016,Adult criminal courts,Manitoba,Total Criminal Code,18 to 24 years,Females,
2016/2017,Adult criminal courts,Manitoba,Total Criminal Code,18 to 24 years,Females,
2017/2018,Adult criminal courts,Manitoba,Total Criminal Code,18 to 24 years,Females,
2018/2019,Adult criminal courts,Manitoba,Total Criminal Code,18 to 24 years,Females,
2014/2015,Adult criminal courts,Manitoba,Total Criminal Code,18 to 24 years,Sex unknown,157
2015/2016,Adult criminal courts,Manitoba,Total Criminal Code,18 to 24 years,Sex unknown,148
2016/2017,Adult criminal courts,Manitoba,Total Criminal Code,18 to 24 years,Sex unknown,156
2017/2018,Adult criminal courts,Manitoba,Total Criminal Code,18 to 24 years,Sex unknown,155
2018/2019,Adult criminal courts,Manitoba,Total Criminal Code,18 to 24 years,Sex unknown,153
2014/2015,Adult criminal courts,Manitoba,Total Criminal Code,25 to 34 years,Total,142
2015/2016,Adult criminal courts,Manitoba,Total Criminal Code,25 to 34 years,Total,144
2016/2017,Adult criminal courts,Manitoba,Total Criminal Code,25 to 34 years,Total,139
2017/2018,Adult criminal courts,Manitoba,Total Criminal Code,25 to 34 years,Total,134
2018/2019,Adult criminal courts,Manitoba,Total Criminal Code,25 to 34 years,Total,135
2014/2015,Adult criminal courts,Manitoba,Total Criminal Code,25 to 34 years,Males,
2015/2016,Adult criminal courts,Manitoba,Total Criminal Code,25 to 34 years,Males,
2016/2017,Adult criminal courts,Manitoba,Total Criminal Code,25 to 34 years,Males,
2017/2018,Adult criminal courts,Manitoba,Total Criminal Code,25 to 34 years,Males,
2018/2019,Adult criminal courts,Manitoba,Total Criminal Code,25 to 34 years,Males,
2014/2015,Adult criminal courts,Manitoba,Total Criminal Code,25 to 34 years,Females,
2015/2016,Adult criminal courts,Manitoba,Total Criminal Code,25 to 34 years,Females,
2016/2017,Adult criminal courts,Manitoba,Total Criminal Code,25 to 34 years,Females,
2017/2018,Adult criminal courts,Manitoba,Total Criminal Code,25 to 34 years,Females,
2018/2019,Adult criminal courts,Manitoba,Total Criminal Code,25 to 34 years,Females,
2014/2015,Adult criminal courts,Manitoba,Total Criminal Code,25 to 34 years,Sex unknown,142
2015/2016,Adult criminal courts,Manitoba,Total Criminal Code,25 to 34 years,Sex unknown,144
2016/2017,Adult criminal courts,Manitoba,Total Criminal Code,25 to 34 years,Sex unknown,139
2017/2018,Adult criminal courts,Manitoba,Total Criminal Code,25 to 34 years,Sex unknown,134
2018/2019,Adult criminal courts,Manitoba,Total Criminal Code,25 to 34 years,Sex unknown,135
2014/2015,Adult criminal courts,Manitoba,Total Criminal Code,35 to 44 years,Total,148
2015/2016,Adult criminal courts,Manitoba,Total Criminal Code,35 to 44 years,Total,147
2016/2017,Adult criminal courts,Manitoba,Total Criminal Code,35 to 44 years,Total,130
2017/2018,Adult criminal courts,Manitoba,Total Criminal Code,35 to 44 years,Total,133
2018/2019,Adult criminal courts,Manitoba,Total Criminal Code,35 to 44 years,Total,134
2014/2015,Adult criminal courts,Manitoba,Total Criminal Code,35 to 44 years,Males,
2015/2016,Adult criminal courts,Manitoba,Total Criminal Code,35 to 44 years,Males,
2016/2017,Adult criminal courts,Manitoba,Total Criminal Code,35 to 44 years,Males,
2017/2018,Adult criminal courts,Manitoba,Total Criminal Code,35 to 44 years,Males,
2018/2019,Adult criminal courts,Manitoba,Total Criminal Code,35 to 44 years,Males,
2014/2015,Adult criminal courts,Manitoba,Total Criminal Code,35 to 44 years,Females,
2015/2016,Adult criminal courts,Manitoba,Total Criminal Code,35 to 44 years,Females,
2016/2017,Adult criminal courts,Manitoba,Total Criminal Code,35 to 44 years,Females,
2017/2018,Adult criminal courts,Manitoba,Total Criminal Code,35 to 44 years,Females,
2018/2019,Adult criminal courts,Manitoba,Total Criminal Code,35 to 44 years,Females,
2014/2015,Adult criminal courts,Manitoba,Total Criminal Code,35 to 44 years,Sex unknown,148
2015/2016,Adult criminal courts,Manitoba,Total Criminal Code,35 to 44 years,Sex unknown,147
2016/2017,Adult criminal courts,Manitoba,Total Criminal Code,35 to 44 years,Sex unknown,130
2017/2018,Adult criminal courts,Manitoba,Total Criminal Code,35 to 44 years,Sex unknown,133
2018/2019,Adult criminal courts,Manitoba,Total Criminal Code,35 to 44 years,Sex unknown,134
2014/2015,Adult criminal courts,Manitoba,Total Criminal Code,45 to 54 years,Total,144
2015/2016,Adult criminal courts,Manitoba,Total Criminal Code,45 to 54 years,Total,134
2016/2017,Adult criminal courts,Manitoba,Total Criminal Code,45 to 54 years,Total,147
2017/2018,Adult criminal courts,Manitoba,Total Criminal Code,45 to 54 years,Total,134
2018/2019,Adult criminal courts,Manitoba,Total Criminal Code,45 to 54 years,Total,134
2014/2015,Adult criminal courts,Manitoba,Total Criminal Code,45 to 54 years,Males,
2015/2016,Adult criminal courts,Manitoba,Total Criminal Code,45 to 54 years,Males,
2016/2017,Adult criminal courts,Manitoba,Total Criminal Code,45 to 54 years,Males,
2017/2018,Adult criminal courts,Manitoba,Total Criminal Code,45 to 54 years,Males,
2018/2019,Adult criminal courts,Manitoba,Total Criminal Code,45 to 54 years,Males,
2014/2015,Adult criminal courts,Manitoba,Total Criminal Code,45 to 54 years,Females,
2015/2016,Adult criminal courts,Manitoba,Total Criminal Code,45 to 54 years,Females,
2016/2017,Adult criminal courts,Manitoba,Total Criminal Code,45 to 54 years,Females,
2017/2018,Adult criminal courts,Manitoba,Total Criminal Code,45 to 54 years,Females,
2018/2019,Adult criminal courts,Manitoba,Total Criminal Code,45 to 54 years,Females,
2014/2015,Adult criminal courts,Manitoba,Total Criminal Code,45 to 54 years,Sex unknown,144
2015/2016,Adult criminal courts,Manitoba,Total Criminal Code,45 to 54 years,Sex unknown,134
2016/2017,Adult criminal courts,Manitoba,Total Criminal Code,45 to 54 years,Sex unknown,147
2017/2018,Adult criminal courts,Manitoba,Total Criminal Code,45 to 54 years,Sex unknown,134
2018/2019,Adult criminal courts,Manitoba,Total Criminal Code,45 to 54 years,Sex unknown,134
2014/2015,Adult criminal courts,Manitoba,Total Criminal Code,55 years and over,Total,136
2015/2016,Adult criminal courts,Manitoba,Total Criminal Code,55 years and over,Total,157
2016/2017,Adult criminal courts,Manitoba,Total Criminal Code,55 years and over,Total,155
2017/2018,Adult criminal courts,Manitoba,Total Criminal Code,55 years and over,Total,156
2018/2019,Adult criminal courts,Manitoba,Total Criminal Code,55 years and over,Total,127
2014/2015,Adult criminal courts,Manitoba,Total Criminal Code,55 years and over,Males,
2015/2016,Adult criminal courts,Manitoba,Total Criminal Code,55 years and over,Males,
2016/2017,Adult criminal courts,Manitoba,Total Criminal Code,55 years and over,Males,
2017/2018,Adult criminal courts,Manitoba,Total Criminal Code,55 years and over,Males,
2018/2019,Adult criminal courts,Manitoba,Total Criminal Code,55 years and over,Males,
2014/2015,Adult criminal courts,Manitoba,Total Criminal Code,55 years and over,Females,
2015/2016,Adult criminal courts,Manitoba,Total Criminal Code,55 years and over,Females,
2016/2017,Adult criminal courts,Manitoba,Total Criminal Code,55 years and over,Females,
2017/2018,Adult criminal courts,Manitoba,Total Criminal Code,55 years and over,Females,
2018/2019,Adult criminal courts,Manitoba,Total Criminal Code,55 years and over,Females,
2014/2015,Adult criminal courts,Manitoba,Total Criminal Code,55 years and over,Sex unknown,136
2015/2016,Adult criminal courts,Manitoba,Total Criminal Code,55 years and over,Sex unknown,157
2016/2017,Adult criminal courts,Manitoba,Total Criminal Code,55 years and over,Sex unknown,155
2017/2018,Adult criminal courts,Manitoba,Total Criminal Code,55 years and over,Sex unknown,156
2018/2019,Adult criminal courts,Manitoba,Total Criminal Code,55 years and over,Sex unknown,127
2014/2015,Adult criminal courts,Manitoba,Crimes against the person,Total,Total,210
2015/2016,Adult criminal courts,Manitoba,Crimes against the person,Total,Total,204
2016/2017,Adult criminal courts,Manitoba,Crimes against the person,Total,Total,190
2017/2018,Adult criminal courts,Manitoba,Crimes against the person,Total,Total,185
2018/2019,Adult criminal courts,Manitoba,Crimes against the person,Total,Total,177
2014/2015,Adult criminal courts,Manitoba,Crimes against the person,Total,Males,
2015/2016,Adult criminal courts,Manitoba,Crimes against the person,Total,Males,
2016/2017,Adult criminal courts,Manitoba,Crimes against the person,Total,Males,
2017/2018,Adult criminal courts,Manitoba,Crimes against the person,Total,Males,
2018/2019,Adult criminal courts,Manitoba,Crimes against the person,Total,Males,
2014/2015,Adult criminal courts,Manitoba,Crimes against the person,Total,Females,
2015/2016,Adult criminal courts,Manitoba,Crimes against the person,Total,Females,
2016/2017,Adult criminal courts,Manitoba,Crimes against the person,Total,Females,
2017/2018,Adult criminal courts,Manitoba,Crimes against the person,Total,Females,
2018/2019,Adult criminal courts,Manitoba,Crimes against the person,Total,Females,
2014/2015,Adult criminal courts,Manitoba,Crimes against the person,Total,Company,0
2015/2016,Adult criminal courts,Manitoba,Crimes against the person,Total,Company,0
2016/2017,Adult criminal courts,Manitoba,Crimes against the person,Total,Company,0
2017/2018,Adult criminal courts,Manitoba,Crimes against the person,Total,Company,0
2018/2019,Adult criminal courts,Manitoba,Crimes against the person,Total,Company,0
2014/2015,Adult criminal courts,Manitoba,Crimes against the person,Total,Sex unknown,210
2015/2016,Adult criminal courts,Manitoba,Crimes against the person,Total,Sex unknown,204
2016/2017,Adult criminal courts,Manitoba,Crimes against the person,Total,Sex unknown,190
2017/2018,Adult criminal courts,Manitoba,Crimes against the person,Total,Sex unknown,185
2018/2019,Adult criminal courts,Manitoba,Crimes against the person,Total,Sex unknown,177
2014/2015,Adult criminal courts,Manitoba,Crimes against the person,18 to 24 years,Total,234
2015/2016,Adult criminal courts,Manitoba,Crimes against the person,18 to 24 years,Total,225
2016/2017,Adult criminal courts,Manitoba,Crimes against the person,18 to 24 years,Total,204
2017/2018,Adult criminal courts,Manitoba,Crimes against the person,18 to 24 years,Total,211
2018/2019,Adult criminal courts,Manitoba,Crimes against the person,18 to 24 years,Total,197
2014/2015,Adult criminal courts,Manitoba,Crimes against the person,18 to 24 years,Males,
2015/2016,Adult criminal courts,Manitoba,Crimes against the person,18 to 24 years,Males,
2016/2017,Adult criminal courts,Manitoba,Crimes against the person,18 to 24 years,Males,
2017/2018,Adult criminal courts,Manitoba,Crimes against the person,18 to 24 years,Males,
2018/2019,Adult criminal courts,Manitoba,Crimes against the person,18 to 24 years,Males,
2014/2015,Adult criminal courts,Manitoba,Crimes against the person,18 to 24 years,Females,
2015/2016,Adult criminal courts,Manitoba,Crimes against the person,18 to 24 years,Females,
2016/2017,Adult criminal courts,Manitoba,Crimes against the person,18 to 24 years,Females,
2017/2018,Adult criminal courts,Manitoba,Crimes against the person,18 to 24 years,Females,
2018/2019,Adult criminal courts,Manitoba,Crimes against the person,18 to 24 years,Females,
2014/2015,Adult criminal courts,Manitoba,Crimes against the person,18 to 24 years,Sex unknown,234
2015/2016,Adult criminal courts,Manitoba,Crimes against the person,18 to 24 years,Sex unknown,225
2016/2017,Adult criminal courts,Manitoba,Crimes against the person,18 to 24 years,Sex unknown,204
2017/2018,Adult criminal courts,Manitoba,Crimes against the person,18 to 24 years,Sex unknown,211
2018/2019,Adult criminal courts,Manitoba,Crimes against the person,18 to 24 years,Sex unknown,197
2014/2015,Adult criminal courts,Manitoba,Crimes against the person,25 to 34 years,Total,199
2015/2016,Adult criminal courts,Manitoba,Crimes against the person,25 to 34 years,Total,201
2016/2017,Adult criminal courts,Manitoba,Crimes against the person,25 to 34 years,Total,176
2017/2018,Adult criminal courts,Manitoba,Crimes against the person,25 to 34 years,Total,177
2018/2019,Adult criminal courts,Manitoba,Crimes against the person,25 to 34 years,Total,175
