Year,Units,Géographie,Offences,Âge,Sexe,Value
2016/2017,Adult criminal courts,Québec,Total Criminal Code,18 to 24 years,Total,226.0
2017/2018,Adult criminal courts,Québec,Total Criminal Code,18 to 24 years,Total,211.0
2018/2019,Adult criminal courts,Québec,Total Criminal Code,18 to 24 years,Total,178.0
2014/2015,Adult criminal courts,Québec,Total Criminal Code,18 to 24 years,Hommes,228.0
2015/2016,Adult criminal courts,Québec,Total Criminal Code,18 to 24 years,Hommes,216.0
2016/2017,Adult criminal courts,Québec,Total Criminal Code,18 to 24 years,Hommes,226.0
2017/2018,Adult criminal courts,Québec,Total Criminal Code,18 to 24 years,Hommes,212.0
2018/2019,Adult criminal courts,Québec,Total Criminal Code,18 to 24 years,Hommes,177.0
2014/2015,Adult criminal courts,Québec,Total Criminal Code,18 to 24 years,Femmes,239.0
2015/2016,Adult criminal courts,Québec,Total Criminal Code,18 to 24 years,Femmes,211.0
2016/2017,Adult criminal courts,Québec,Total Criminal Code,18 to 24 years,Femmes,231.0
2017/2018,Adult criminal courts,Québec,Total Criminal Code,18 to 24 years,Femmes,212.0
2018/2019,Adult criminal courts,Québec,Total Criminal Code,18 to 24 years,Femmes,179.0
2014/2015,Adult criminal courts,Québec,Total Criminal Code,18 to 24 years,Sex unknown,190.0
2015/2016,Adult criminal courts,Québec,Total Criminal Code,18 to 24 years,Sex unknown,198.0
2016/2017,Adult criminal courts,Québec,Total Criminal Code,18 to 24 years,Sex unknown,216.0
2017/2018,Adult criminal courts,Québec,Total Criminal Code,18 to 24 years,Sex unknown,179.0
2018/2019,Adult criminal courts,Québec,Total Criminal Code,18 to 24 years,Sex unknown,182.0
2014/2015,Adult criminal courts,Québec,Total Criminal Code,25 to 34 years,Total,211.0
2015/2016,Adult criminal courts,Québec,Total Criminal Code,25 to 34 years,Total,198.0
2016/2017,Adult criminal courts,Québec,Total Criminal Code,25 to 34 years,Total,207.0
2017/2018,Adult criminal courts,Québec,Total Criminal Code,25 to 34 years,Total,188.0
2018/2019,Adult criminal courts,Québec,Total Criminal Code,25 to 34 years,Total,163.0
2014/2015,Adult criminal courts,Québec,Total Criminal Code,25 to 34 years,Hommes,212.0
2015/2016,Adult criminal courts,Québec,Total Criminal Code,25 to 34 years,Hommes,203.0
2016/2017,Adult criminal courts,Québec,Total Criminal Code,25 to 34 years,Hommes,205.0
2017/2018,Adult criminal courts,Québec,Total Criminal Code,25 to 34 years,Hommes,190.0
2018/2019,Adult criminal courts,Québec,Total Criminal Code,25 to 34 years,Hommes,162.0
2014/2015,Adult criminal courts,Québec,Total Criminal Code,25 to 34 years,Femmes,220.0
2015/2016,Adult criminal courts,Québec,Total Criminal Code,25 to 34 years,Femmes,194.0
2016/2017,Adult criminal courts,Québec,Total Criminal Code,25 to 34 years,Femmes,216.0
2017/2018,Adult criminal courts,Québec,Total Criminal Code,25 to 34 years,Femmes,190.0
2018/2019,Adult criminal courts,Québec,Total Criminal Code,25 to 34 years,Femmes,169.0
2014/2015,Adult criminal courts,Québec,Total Criminal Code,25 to 34 years,Sex unknown,183.0
2015/2016,Adult criminal courts,Québec,Total Criminal Code,25 to 34 years,Sex unknown,172.0
2016/2017,Adult criminal courts,Québec,Total Criminal Code,25 to 34 years,Sex unknown,206.0
2017/2018,Adult criminal courts,Québec,Total Criminal Code,25 to 34 years,Sex unknown,150.0
2018/2019,Adult criminal courts,Québec,Total Criminal Code,25 to 34 years,Sex unknown,168.0
2014/2015,Adult criminal courts,Québec,Total Criminal Code,35 to 44 years,Total,218.0
2015/2016,Adult criminal courts,Québec,Total Criminal Code,35 to 44 years,Total,203.0
2016/2017,Adult criminal courts,Québec,Total Criminal Code,35 to 44 years,Total,210.0
2017/2018,Adult criminal courts,Québec,Total Criminal Code,35 to 44 years,Total,192.0
2018/2019,Adult criminal courts,Québec,Total Criminal Code,35 to 44 years,Total,163.0
2014/2015,Adult criminal courts,Québec,Total Criminal Code,35 to 44 years,Hommes,219.0
2015/2016,Adult criminal courts,Québec,Total Criminal Code,35 to 44 years,Hommes,204.0
2016/2017,Adult criminal courts,Québec,Total Criminal Code,35 to 44 years,Hommes,205.0
2017/2018,Adult criminal courts,Québec,Total Criminal Code,35 to 44 years,Hommes,197.0
2018/2019,Adult criminal courts,Québec,Total Criminal Code,35 to 44 years,Hommes,163.0
2014/2015,Adult criminal courts,Québec,Total Criminal Code,35 to 44 years,Femmes,229.0
2015/2016,Adult criminal courts,Québec,Total Criminal Code,35 to 44 years,Femmes,210.0
2016/2017,Adult criminal courts,Québec,Total Criminal Code,35 to 44 years,Femmes,226.0
2017/2018,Adult criminal courts,Québec,Total Criminal Code,35 to 44 years,Femmes,192.0
2018/2019,Adult criminal courts,Québec,Total Criminal Code,35 to 44 years,Femmes,162.0
2014/2015,Adult criminal courts,Québec,Total Criminal Code,35 to 44 years,Sex unknown,176.0
2015/2016,Adult criminal courts,Québec,Total Criminal Code,35 to 44 years,Sex unknown,179.0
2016/2017,Adult criminal courts,Québec,Total Criminal Code,35 to 44 years,Sex unknown,204.0
2017/2018,Adult criminal courts,Québec,Total Criminal Code,35 to 44 years,Sex unknown,142.0
2018/2019,Adult criminal courts,Québec,Total Criminal Code,35 to 44 years,Sex unknown,168.0
2014/2015,Adult criminal courts,Québec,Total Criminal Code,45 to 54 years,Total,215.0
2015/2016,Adult criminal courts,Québec,Total Criminal Code,45 to 54 years,Total,200.0
2016/2017,Adult criminal courts,Québec,Total Criminal Code,45 to 54 years,Total,220.0
2017/2018,Adult criminal courts,Québec,Total Criminal Code,45 to 54 years,Total,204.0
2018/2019,Adult criminal courts,Québec,Total Criminal Code,45 to 54 years,Total,171.0
2014/2015,Adult criminal courts,Québec,Total Criminal Code,45 to 54 years,Hommes,222.0
2015/2016,Adult criminal courts,Québec,Total Criminal Code,45 to 54 years,Hommes,199.0
2016/2017,Adult criminal courts,Québec,Total Criminal Code,45 to 54 years,Hommes,223.0
2017/2018,Adult criminal courts,Québec,Total Criminal Code,45 to 54 years,Hommes,204.0
2018/2019,Adult criminal courts,Québec,Total Criminal Code,45 to 54 years,Hommes,169.0
2014/2015,Adult criminal courts,Québec,Total Criminal Code,45 to 54 years,Femmes,213.0
2015/2016,Adult criminal courts,Québec,Total Criminal Code,45 to 54 years,Femmes,212.0
2016/2017,Adult criminal courts,Québec,Total Criminal Code,45 to 54 years,Femmes,210.0
2017/2018,Adult criminal courts,Québec,Total Criminal Code,45 to 54 years,Femmes,211.0
2018/2019,Adult criminal courts,Québec,Total Criminal Code,45 to 54 years,Femmes,177.0
2014/2015,Adult criminal courts,Québec,Total Criminal Code,45 to 54 years,Sex unknown,185.0
2015/2016,Adult criminal courts,Québec,Total Criminal Code,45 to 54 years,Sex unknown,189.0
2016/2017,Adult criminal courts,Québec,Total Criminal Code,45 to 54 years,Sex unknown,213.0
2017/2018,Adult criminal courts,Québec,Total Criminal Code,45 to 54 years,Sex unknown,168.0
2018/2019,Adult criminal courts,Québec,Total Criminal Code,45 to 54 years,Sex unknown,182.0
2014/2015,Adult criminal courts,Québec,Total Criminal Code,55 years and over,Total,211.0
2015/2016,Adult criminal courts,Québec,Total Criminal Code,55 years and over,Total,192.0
2016/2017,Adult criminal courts,Québec,Total Criminal Code,55 years and over,Total,206.0
2017/2018,Adult criminal courts,Québec,Total Criminal Code,55 years and over,Total,185.0
2018/2019,Adult criminal courts,Québec,Total Criminal Code,55 years and over,Total,158.0
2014/2015,Adult criminal courts,Québec,Total Criminal Code,55 years and over,Hommes,217.0
2015/2016,Adult criminal courts,Québec,Total Criminal Code,55 years and over,Hommes,199.0
2016/2017,Adult criminal courts,Québec,Total Criminal Code,55 years and over,Hommes,210.0
2017/2018,Adult criminal courts,Québec,Total Criminal Code,55 years and over,Hommes,195.0
2018/2019,Adult criminal courts,Québec,Total Criminal Code,55 years and over,Hommes,163.0
2014/2015,Adult criminal courts,Québec,Total Criminal Code,55 years and over,Femmes,192.0
2015/2016,Adult criminal courts,Québec,Total Criminal Code,55 years and over,Femmes,167.0
2016/2017,Adult criminal courts,Québec,Total Criminal Code,55 years and over,Femmes,195.0
2017/2018,Adult criminal courts,Québec,Total Criminal Code,55 years and over,Femmes,171.0
2018/2019,Adult criminal courts,Québec,Total Criminal Code,55 years and over,Femmes,146.0
2014/2015,Adult criminal courts,Québec,Total Criminal Code,55 years and over,Sex unknown,193.0
2015/2016,Adult criminal courts,Québec,Total Criminal Code,55 years and over,Sex unknown,183.0
2016/2017,Adult criminal courts,Québec,Total Criminal Code,55 years and over,Sex unknown,202.0
2017/2018,Adult criminal courts,Québec,Total Criminal Code,55 years and over,Sex unknown,142.0
2018/2019,Adult criminal courts,Québec,Total Criminal Code,55 years and over,Sex unknown,153.0
2014/2015,Adult criminal courts,Québec,Crimes against the person,Total,Total,255.0
2015/2016,Adult criminal courts,Québec,Crimes against the person,Total,Total,239.0
2016/2017,Adult criminal courts,Québec,Crimes against the person,Total,Total,257.0
2017/2018,Adult criminal courts,Québec,Crimes against the person,Total,Total,238.0
2018/2019,Adult criminal courts,Québec,Crimes against the person,Total,Total,196.0
2014/2015,Adult criminal courts,Québec,Crimes against the person,Total,Hommes,263.0
2015/2016,Adult criminal courts,Québec,Crimes against the person,Total,Hommes,245.0
2016/2017,Adult criminal courts,Québec,Crimes against the person,Total,Hommes,262.0
2017/2018,Adult criminal courts,Québec,Crimes against the person,Total,Hommes,245.0
2018/2019,Adult criminal courts,Québec,Crimes against the person,Total,Hommes,198.0
2014/2015,Adult criminal courts,Québec,Crimes against the person,Total,Femmes,242.0
2015/2016,Adult criminal courts,Québec,Crimes against the person,Total,Femmes,223.0
2016/2017,Adult criminal courts,Québec,Crimes against the person,Total,Femmes,239.0
2017/2018,Adult criminal courts,Québec,Crimes against the person,Total,Femmes,219.0
2018/2019,Adult criminal courts,Québec,Crimes against the person,Total,Femmes,183.0
2014/2015,Adult criminal courts,Québec,Crimes against the person,Total,Company,247.0
2015/2016,Adult criminal courts,Québec,Crimes against the person,Total,Company,83.0
2016/2017,Adult criminal courts,Québec,Crimes against the person,Total,Company,261.0
2017/2018,Adult criminal courts,Québec,Crimes against the person,Total,Company,500.0
2018/2019,Adult criminal courts,Québec,Crimes against the person,Total,Company,400.0
2014/2015,Adult criminal courts,Québec,Crimes against the person,Total,Sex unknown,211.0
2015/2016,Adult criminal courts,Québec,Crimes against the person,Total,Sex unknown,219.0
2016/2017,Adult criminal courts,Québec,Crimes against the person,Total,Sex unknown,239.0
2017/2018,Adult criminal courts,Québec,Crimes against the person,Total,Sex unknown,212.0
2018/2019,Adult criminal courts,Québec,Crimes against the person,Total,Sex unknown,208.0
2014/2015,Adult criminal courts,Québec,Crimes against the person,18 to 24 years,Total,274.0
2015/2016,Adult criminal courts,Québec,Crimes against the person,18 to 24 years,Total,255.0
2016/2017,Adult criminal courts,Québec,Crimes against the person,18 to 24 years,Total,281.0
2017/2018,Adult criminal courts,Québec,Crimes against the person,18 to 24 years,Total,259.0
2018/2019,Adult criminal courts,Québec,Crimes against the person,18 to 24 years,Total,210.0
2014/2015,Adult criminal courts,Québec,Crimes against the person,18 to 24 years,Hommes,286.0
2015/2016,Adult criminal courts,Québec,Crimes against the person,18 to 24 years,Hommes,263.0
2016/2017,Adult criminal courts,Québec,Crimes against the person,18 to 24 years,Hommes,290.0
2017/2018,Adult criminal courts,Québec,Crimes against the person,18 to 24 years,Hommes,272.0
2018/2019,Adult criminal courts,Québec,Crimes against the person,18 to 24 years,Hommes,218.0
2014/2015,Adult criminal courts,Québec,Crimes against the person,18 to 24 years,Femmes,250.0
2015/2016,Adult criminal courts,Québec,Crimes against the person,18 to 24 years,Femmes,233.0
2016/2017,Adult criminal courts,Québec,Crimes against the person,18 to 24 years,Femmes,253.0
2017/2018,Adult criminal courts,Québec,Crimes against the person,18 to 24 years,Femmes,218.0
2018/2019,Adult criminal courts,Québec,Crimes against the person,18 to 24 years,Femmes,175.0
2014/2015,Adult criminal courts,Québec,Crimes against the person,18 to 24 years,Sex unknown,204.0
2015/2016,Adult criminal courts,Québec,Crimes against the person,18 to 24 years,Sex unknown,243.0
2016/2017,Adult criminal courts,Québec,Crimes against the person,18 to 24 years,Sex unknown,260.0
2017/2018,Adult criminal courts,Québec,Crimes against the person,18 to 24 years,Sex unknown,229.0
2018/2019,Adult criminal courts,Québec,Crimes against the person,18 to 24 years,Sex unknown,215.0
2014/2015,Adult criminal courts,Québec,Crimes against the person,25 to 34 years,Total,250.0
2015/2016,Adult criminal courts,Québec,Crimes against the person,25 to 34 years,Total,232.0
2016/2017,Adult criminal courts,Québec,Crimes against the person,25 to 34 years,Total,243.0
2017/2018,Adult criminal courts,Québec,Crimes against the person,25 to 34 years,Total,229.0
2018/2019,Adult criminal courts,Québec,Crimes against the person,25 to 34 years,Total,196.0
2014/2015,Adult criminal courts,Québec,Crimes against the person,25 to 34 years,Hommes,255.0
2015/2016,Adult criminal courts,Québec,Crimes against the person,25 to 34 years,Hommes,239.0
2016/2017,Adult criminal courts,Québec,Crimes against the person,25 to 34 years,Hommes,248.0
2017/2018,Adult criminal courts,Québec,Crimes against the person,25 to 34 years,Hommes,231.0
2018/2019,Adult criminal courts,Québec,Crimes against the person,25 to 34 years,Hommes,196.0
2014/2015,Adult criminal courts,Québec,Crimes against the person,25 to 34 years,Femmes,247.0
2015/2016,Adult criminal courts,Québec,Crimes against the person,25 to 34 years,Femmes,204.0
2016/2017,Adult criminal courts,Québec,Crimes against the person,25 to 34 years,Femmes,220.0
2017/2018,Adult criminal courts,Québec,Crimes against the person,25 to 34 years,Femmes,223.0
2018/2019,Adult criminal courts,Québec,Crimes against the person,25 to 34 years,Femmes,189.0
2014/2015,Adult criminal courts,Québec,Crimes against the person,25 to 34 years,Sex unknown,212.0
2015/2016,Adult criminal courts,Québec,Crimes against the person,25 to 34 years,Sex unknown,202.0
2016/2017,Adult criminal courts,Québec,Crimes against the person,25 to 34 years,Sex unknown,238.0
2017/2018,Adult criminal courts,Québec,Crimes against the person,25 to 34 years,Sex unknown,217.0
2018/2019,Adult criminal courts,Québec,Crimes against the person,25 to 34 years,Sex unknown,218.0
2014/2015,Adult criminal courts,Québec,Crimes against the person,35 to 44 years,Total,242.0
2015/2016,Adult criminal courts,Québec,Crimes against the person,35 to 44 years,Total,235.0
2016/2017,Adult criminal courts,Québec,Crimes against the person,35 to 44 years,Total,246.0
2017/2018,Adult criminal courts,Québec,Crimes against the person,35 to 44 years,Total,234.0
2018/2019,Adult criminal courts,Québec,Crimes against the person,35 to 44 years,Total,188.0
2014/2015,Adult criminal courts,Québec,Crimes against the person,35 to 44 years,Hommes,245.0
2015/2016,Adult criminal courts,Québec,Crimes against the person,35 to 44 years,Hommes,239.0
2016/2017,Adult criminal courts,Québec,Crimes against the person,35 to 44 years,Hommes,246.0
2017/2018,Adult criminal courts,Québec,Crimes against the person,35 to 44 years,Hommes,240.0
2018/2019,Adult criminal courts,Québec,Crimes against the person,35 to 44 years,Hommes,189.0
2014/2015,Adult criminal courts,Québec,Crimes against the person,35 to 44 years,Femmes,242.0
2015/2016,Adult criminal courts,Québec,Crimes against the person,35 to 44 years,Femmes,227.0
2016/2017,Adult criminal courts,Québec,Crimes against the person,35 to 44 years,Femmes,248.0
2017/2018,Adult criminal courts,Québec,Crimes against the person,35 to 44 years,Femmes,211.0
2018/2019,Adult criminal courts,Québec,Crimes against the person,35 to 44 years,Femmes,178.0
2014/2015,Adult criminal courts,Québec,Crimes against the person,35 to 44 years,Sex unknown,222.0
2015/2016,Adult criminal courts,Québec,Crimes against the person,35 to 44 years,Sex unknown,228.0
2016/2017,Adult criminal courts,Québec,Crimes against the person,35 to 44 years,Sex unknown,232.0
2017/2018,Adult criminal courts,Québec,Crimes against the person,35 to 44 years,Sex unknown,189.0
2018/2019,Adult criminal courts,Québec,Crimes against the person,35 to 44 years,Sex unknown,202.0
2014/2015,Adult criminal courts,Québec,Crimes against the person,45 to 54 years,Total,240.0
2015/2016,Adult criminal courts,Québec,Crimes against the person,45 to 54 years,Total,227.0
2016/2017,Adult criminal courts,Québec,Crimes against the person,45 to 54 years,Total,256.0
2017/2018,Adult criminal courts,Québec,Crimes against the person,45 to 54 years,Total,236.0
2018/2019,Adult criminal courts,Québec,Crimes against the person,45 to 54 years,Total,195.0
2014/2015,Adult criminal courts,Québec,Crimes against the person,45 to 54 years,Hommes,249.0
2015/2016,Adult criminal courts,Québec,Crimes against the person,45 to 54 years,Hommes,229.0
