Year,Géographie,data.Educational attainment level,Groupe d'âge,Sexe,Value
2013,Nouvelle-Écosse,data.Bachelor's level,25 to 34 years,Female,28.0
2014,Nouvelle-Écosse,data.Bachelor's level,25 to 34 years,Female,28.0
2015,Nouvelle-Écosse,data.Bachelor's level,25 to 34 years,Female,28.0
2016,Nouvelle-Écosse,data.Bachelor's level,25 to 34 years,Female,28.0
2017,Nouvelle-Écosse,data.Bachelor's level,25 to 34 years,Female,30.0
2018,Nouvelle-Écosse,data.Bachelor's level,25 to 34 years,Female,31.0
2019,Nouvelle-Écosse,data.Bachelor's level,25 to 34 years,Female,28.0
2020,Nouvelle-Écosse,data.Bachelor's level,25 to 34 years,Female,29.0
2010,Nouvelle-Écosse,data.Bachelor's level,30 à 34 ans,Les deux sexes,20.0
2011,Nouvelle-Écosse,data.Bachelor's level,30 à 34 ans,Les deux sexes,22.0
2012,Nouvelle-Écosse,data.Bachelor's level,30 à 34 ans,Les deux sexes,23.0
2013,Nouvelle-Écosse,data.Bachelor's level,30 à 34 ans,Les deux sexes,23.0
2014,Nouvelle-Écosse,data.Bachelor's level,30 à 34 ans,Les deux sexes,24.0
2015,Nouvelle-Écosse,data.Bachelor's level,30 à 34 ans,Les deux sexes,25.0
2016,Nouvelle-Écosse,data.Bachelor's level,30 à 34 ans,Les deux sexes,23.0
2017,Nouvelle-Écosse,data.Bachelor's level,30 à 34 ans,Les deux sexes,24.0
2018,Nouvelle-Écosse,data.Bachelor's level,30 à 34 ans,Les deux sexes,27.0
2019,Nouvelle-Écosse,data.Bachelor's level,30 à 34 ans,Les deux sexes,23.0
2020,Nouvelle-Écosse,data.Bachelor's level,30 à 34 ans,Les deux sexes,26.0
2010,Nouvelle-Écosse,data.Bachelor's level,30 à 34 ans,Male,15.0
2011,Nouvelle-Écosse,data.Bachelor's level,30 à 34 ans,Male,15.0
2012,Nouvelle-Écosse,data.Bachelor's level,30 à 34 ans,Male,18.0
2013,Nouvelle-Écosse,data.Bachelor's level,30 à 34 ans,Male,19.0
2014,Nouvelle-Écosse,data.Bachelor's level,30 à 34 ans,Male,20.0
2015,Nouvelle-Écosse,data.Bachelor's level,30 à 34 ans,Male,22.0
2016,Nouvelle-Écosse,data.Bachelor's level,30 à 34 ans,Male,17.0
2017,Nouvelle-Écosse,data.Bachelor's level,30 à 34 ans,Male,18.0
2018,Nouvelle-Écosse,data.Bachelor's level,30 à 34 ans,Male,20.0
2019,Nouvelle-Écosse,data.Bachelor's level,30 à 34 ans,Male,19.0
2020,Nouvelle-Écosse,data.Bachelor's level,30 à 34 ans,Male,20.0
2010,Nouvelle-Écosse,data.Bachelor's level,30 à 34 ans,Female,25.0
2011,Nouvelle-Écosse,data.Bachelor's level,30 à 34 ans,Female,28.0
2012,Nouvelle-Écosse,data.Bachelor's level,30 à 34 ans,Female,28.0
2013,Nouvelle-Écosse,data.Bachelor's level,30 à 34 ans,Female,26.0
2014,Nouvelle-Écosse,data.Bachelor's level,30 à 34 ans,Female,28.0
2015,Nouvelle-Écosse,data.Bachelor's level,30 à 34 ans,Female,28.0
2016,Nouvelle-Écosse,data.Bachelor's level,30 à 34 ans,Female,28.0
2017,Nouvelle-Écosse,data.Bachelor's level,30 à 34 ans,Female,30.0
2018,Nouvelle-Écosse,data.Bachelor's level,30 à 34 ans,Female,32.0
2019,Nouvelle-Écosse,data.Bachelor's level,30 à 34 ans,Female,27.0
2020,Nouvelle-Écosse,data.Bachelor's level,30 à 34 ans,Female,30.0
2010,Nouvelle-Écosse,data.Bachelor's level,35 to 44 years,Les deux sexes,17.0
2011,Nouvelle-Écosse,data.Bachelor's level,35 to 44 years,Les deux sexes,18.0
2012,Nouvelle-Écosse,data.Bachelor's level,35 to 44 years,Les deux sexes,18.0
2013,Nouvelle-Écosse,data.Bachelor's level,35 to 44 years,Les deux sexes,18.0
2014,Nouvelle-Écosse,data.Bachelor's level,35 to 44 years,Les deux sexes,18.0
2015,Nouvelle-Écosse,data.Bachelor's level,35 to 44 years,Les deux sexes,20.0
2016,Nouvelle-Écosse,data.Bachelor's level,35 to 44 years,Les deux sexes,20.0
2017,Nouvelle-Écosse,data.Bachelor's level,35 to 44 years,Les deux sexes,20.0
2018,Nouvelle-Écosse,data.Bachelor's level,35 to 44 years,Les deux sexes,21.0
2019,Nouvelle-Écosse,data.Bachelor's level,35 to 44 years,Les deux sexes,20.0
2020,Nouvelle-Écosse,data.Bachelor's level,35 to 44 years,Les deux sexes,24.0
2010,Nouvelle-Écosse,data.Bachelor's level,35 to 44 years,Male,14.0
2011,Nouvelle-Écosse,data.Bachelor's level,35 to 44 years,Male,15.0
2012,Nouvelle-Écosse,data.Bachelor's level,35 to 44 years,Male,13.0
2013,Nouvelle-Écosse,data.Bachelor's level,35 to 44 years,Male,16.0
2014,Nouvelle-Écosse,data.Bachelor's level,35 to 44 years,Male,15.0
2015,Nouvelle-Écosse,data.Bachelor's level,35 to 44 years,Male,17.0
2016,Nouvelle-Écosse,data.Bachelor's level,35 to 44 years,Male,18.0
2017,Nouvelle-Écosse,data.Bachelor's level,35 to 44 years,Male,15.0
2018,Nouvelle-Écosse,data.Bachelor's level,35 to 44 years,Male,18.0
2019,Nouvelle-Écosse,data.Bachelor's level,35 to 44 years,Male,16.0
2020,Nouvelle-Écosse,data.Bachelor's level,35 to 44 years,Male,20.0
2010,Nouvelle-Écosse,data.Bachelor's level,35 to 44 years,Female,19.0
2011,Nouvelle-Écosse,data.Bachelor's level,35 to 44 years,Female,21.0
2012,Nouvelle-Écosse,data.Bachelor's level,35 to 44 years,Female,23.0
2013,Nouvelle-Écosse,data.Bachelor's level,35 to 44 years,Female,20.0
2014,Nouvelle-Écosse,data.Bachelor's level,35 to 44 years,Female,21.0
2015,Nouvelle-Écosse,data.Bachelor's level,35 to 44 years,Female,23.0
2016,Nouvelle-Écosse,data.Bachelor's level,35 to 44 years,Female,22.0
2017,Nouvelle-Écosse,data.Bachelor's level,35 to 44 years,Female,24.0
2018,Nouvelle-Écosse,data.Bachelor's level,35 to 44 years,Female,24.0
2019,Nouvelle-Écosse,data.Bachelor's level,35 to 44 years,Female,23.0
2020,Nouvelle-Écosse,data.Bachelor's level,35 to 44 years,Female,27.0
2010,Nouvelle-Écosse,data.Bachelor's level,45 to 54 years,Les deux sexes,12.0
2011,Nouvelle-Écosse,data.Bachelor's level,45 to 54 years,Les deux sexes,11.0
2012,Nouvelle-Écosse,data.Bachelor's level,45 to 54 years,Les deux sexes,12.0
2013,Nouvelle-Écosse,data.Bachelor's level,45 to 54 years,Les deux sexes,12.0
2014,Nouvelle-Écosse,data.Bachelor's level,45 to 54 years,Les deux sexes,13.0
2015,Nouvelle-Écosse,data.Bachelor's level,45 to 54 years,Les deux sexes,13.0
2016,Nouvelle-Écosse,data.Bachelor's level,45 to 54 years,Les deux sexes,15.0
2017,Nouvelle-Écosse,data.Bachelor's level,45 to 54 years,Les deux sexes,15.0
2018,Nouvelle-Écosse,data.Bachelor's level,45 to 54 years,Les deux sexes,16.0
2019,Nouvelle-Écosse,data.Bachelor's level,45 to 54 years,Les deux sexes,16.0
2020,Nouvelle-Écosse,data.Bachelor's level,45 to 54 years,Les deux sexes,17.0
2010,Nouvelle-Écosse,data.Bachelor's level,45 to 54 years,Male,9.0
2011,Nouvelle-Écosse,data.Bachelor's level,45 to 54 years,Male,9.0
2012,Nouvelle-Écosse,data.Bachelor's level,45 to 54 years,Male,11.0
2013,Nouvelle-Écosse,data.Bachelor's level,45 to 54 years,Male,11.0
2014,Nouvelle-Écosse,data.Bachelor's level,45 to 54 years,Male,12.0
2015,Nouvelle-Écosse,data.Bachelor's level,45 to 54 years,Male,11.0
2016,Nouvelle-Écosse,data.Bachelor's level,45 to 54 years,Male,12.0
2017,Nouvelle-Écosse,data.Bachelor's level,45 to 54 years,Male,12.0
2018,Nouvelle-Écosse,data.Bachelor's level,45 to 54 years,Male,13.0
2019,Nouvelle-Écosse,data.Bachelor's level,45 to 54 years,Male,14.0
2020,Nouvelle-Écosse,data.Bachelor's level,45 to 54 years,Male,14.0
2010,Nouvelle-Écosse,data.Bachelor's level,45 to 54 years,Female,14.0
2011,Nouvelle-Écosse,data.Bachelor's level,45 to 54 years,Female,14.0
2012,Nouvelle-Écosse,data.Bachelor's level,45 to 54 years,Female,13.0
2013,Nouvelle-Écosse,data.Bachelor's level,45 to 54 years,Female,14.0
2014,Nouvelle-Écosse,data.Bachelor's level,45 to 54 years,Female,13.0
2015,Nouvelle-Écosse,data.Bachelor's level,45 to 54 years,Female,15.0
2016,Nouvelle-Écosse,data.Bachelor's level,45 to 54 years,Female,17.0
2017,Nouvelle-Écosse,data.Bachelor's level,45 to 54 years,Female,17.0
2018,Nouvelle-Écosse,data.Bachelor's level,45 to 54 years,Female,18.0
2019,Nouvelle-Écosse,data.Bachelor's level,45 to 54 years,Female,18.0
2020,Nouvelle-Écosse,data.Bachelor's level,45 to 54 years,Female,20.0
2010,Nouvelle-Écosse,data.Bachelor's level,55 à 64 ans,Les deux sexes,11.0
2011,Nouvelle-Écosse,data.Bachelor's level,55 à 64 ans,Les deux sexes,12.0
2012,Nouvelle-Écosse,data.Bachelor's level,55 à 64 ans,Les deux sexes,10.0
2013,Nouvelle-Écosse,data.Bachelor's level,55 à 64 ans,Les deux sexes,11.0
2014,Nouvelle-Écosse,data.Bachelor's level,55 à 64 ans,Les deux sexes,13.0
2015,Nouvelle-Écosse,data.Bachelor's level,55 à 64 ans,Les deux sexes,12.0
2016,Nouvelle-Écosse,data.Bachelor's level,55 à 64 ans,Les deux sexes,12.0
2017,Nouvelle-Écosse,data.Bachelor's level,55 à 64 ans,Les deux sexes,13.0
2018,Nouvelle-Écosse,data.Bachelor's level,55 à 64 ans,Les deux sexes,11.0
2019,Nouvelle-Écosse,data.Bachelor's level,55 à 64 ans,Les deux sexes,12.0
2020,Nouvelle-Écosse,data.Bachelor's level,55 à 64 ans,Les deux sexes,14.0
2010,Nouvelle-Écosse,data.Bachelor's level,55 à 64 ans,Male,10.0
2011,Nouvelle-Écosse,data.Bachelor's level,55 à 64 ans,Male,11.0
2012,Nouvelle-Écosse,data.Bachelor's level,55 à 64 ans,Male,10.0
2013,Nouvelle-Écosse,data.Bachelor's level,55 à 64 ans,Male,10.0
2014,Nouvelle-Écosse,data.Bachelor's level,55 à 64 ans,Male,12.0
2015,Nouvelle-Écosse,data.Bachelor's level,55 à 64 ans,Male,12.0
2016,Nouvelle-Écosse,data.Bachelor's level,55 à 64 ans,Male,11.0
2017,Nouvelle-Écosse,data.Bachelor's level,55 à 64 ans,Male,11.0
2018,Nouvelle-Écosse,data.Bachelor's level,55 à 64 ans,Male,10.0
2019,Nouvelle-Écosse,data.Bachelor's level,55 à 64 ans,Male,11.0
2020,Nouvelle-Écosse,data.Bachelor's level,55 à 64 ans,Male,13.0
2010,Nouvelle-Écosse,data.Bachelor's level,55 à 64 ans,Female,12.0
2011,Nouvelle-Écosse,data.Bachelor's level,55 à 64 ans,Female,13.0
2012,Nouvelle-Écosse,data.Bachelor's level,55 à 64 ans,Female,11.0
2013,Nouvelle-Écosse,data.Bachelor's level,55 à 64 ans,Female,12.0
2014,Nouvelle-Écosse,data.Bachelor's level,55 à 64 ans,Female,13.0
2015,Nouvelle-Écosse,data.Bachelor's level,55 à 64 ans,Female,13.0
2016,Nouvelle-Écosse,data.Bachelor's level,55 à 64 ans,Female,12.0
2017,Nouvelle-Écosse,data.Bachelor's level,55 à 64 ans,Female,15.0
2018,Nouvelle-Écosse,data.Bachelor's level,55 à 64 ans,Female,12.0
2019,Nouvelle-Écosse,data.Bachelor's level,55 à 64 ans,Female,13.0
2020,Nouvelle-Écosse,data.Bachelor's level,55 à 64 ans,Female,16.0
2010,Nouvelle-Écosse,data.Master's or Doctoral level,"data.Total, 25 to 64 years",Les deux sexes,9.0
2011,Nouvelle-Écosse,data.Master's or Doctoral level,"data.Total, 25 to 64 years",Les deux sexes,9.0
2012,Nouvelle-Écosse,data.Master's or Doctoral level,"data.Total, 25 to 64 years",Les deux sexes,9.0
2013,Nouvelle-Écosse,data.Master's or Doctoral level,"data.Total, 25 to 64 years",Les deux sexes,10.0
2014,Nouvelle-Écosse,data.Master's or Doctoral level,"data.Total, 25 to 64 years",Les deux sexes,10.0
2015,Nouvelle-Écosse,data.Master's or Doctoral level,"data.Total, 25 to 64 years",Les deux sexes,10.0
2016,Nouvelle-Écosse,data.Master's or Doctoral level,"data.Total, 25 to 64 years",Les deux sexes,11.0
2017,Nouvelle-Écosse,data.Master's or Doctoral level,"data.Total, 25 to 64 years",Les deux sexes,11.0
2018,Nouvelle-Écosse,data.Master's or Doctoral level,"data.Total, 25 to 64 years",Les deux sexes,12.0
2019,Nouvelle-Écosse,data.Master's or Doctoral level,"data.Total, 25 to 64 years",Les deux sexes,12.0
2020,Nouvelle-Écosse,data.Master's or Doctoral level,"data.Total, 25 to 64 years",Les deux sexes,11.0
2010,Nouvelle-Écosse,data.Master's or Doctoral level,"data.Total, 25 to 64 years",Male,9.0
2011,Nouvelle-Écosse,data.Master's or Doctoral level,"data.Total, 25 to 64 years",Male,9.0
2012,Nouvelle-Écosse,data.Master's or Doctoral level,"data.Total, 25 to 64 years",Male,9.0
2013,Nouvelle-Écosse,data.Master's or Doctoral level,"data.Total, 25 to 64 years",Male,9.0
2014,Nouvelle-Écosse,data.Master's or Doctoral level,"data.Total, 25 to 64 years",Male,10.0
2015,Nouvelle-Écosse,data.Master's or Doctoral level,"data.Total, 25 to 64 years",Male,9.0
2016,Nouvelle-Écosse,data.Master's or Doctoral level,"data.Total, 25 to 64 years",Male,10.0
2017,Nouvelle-Écosse,data.Master's or Doctoral level,"data.Total, 25 to 64 years",Male,10.0
2018,Nouvelle-Écosse,data.Master's or Doctoral level,"data.Total, 25 to 64 years",Male,11.0
2019,Nouvelle-Écosse,data.Master's or Doctoral level,"data.Total, 25 to 64 years",Male,10.0
2020,Nouvelle-Écosse,data.Master's or Doctoral level,"data.Total, 25 to 64 years",Male,9.0
2010,Nouvelle-Écosse,data.Master's or Doctoral level,"data.Total, 25 to 64 years",Female,9.0
2011,Nouvelle-Écosse,data.Master's or Doctoral level,"data.Total, 25 to 64 years",Female,9.0
2012,Nouvelle-Écosse,data.Master's or Doctoral level,"data.Total, 25 to 64 years",Female,10.0
2013,Nouvelle-Écosse,data.Master's or Doctoral level,"data.Total, 25 to 64 years",Female,10.0
2014,Nouvelle-Écosse,data.Master's or Doctoral level,"data.Total, 25 to 64 years",Female,11.0
2015,Nouvelle-Écosse,data.Master's or Doctoral level,"data.Total, 25 to 64 years",Female,10.0
2016,Nouvelle-Écosse,data.Master's or Doctoral level,"data.Total, 25 to 64 years",Female,12.0
2017,Nouvelle-Écosse,data.Master's or Doctoral level,"data.Total, 25 to 64 years",Female,12.0
2018,Nouvelle-Écosse,data.Master's or Doctoral level,"data.Total, 25 to 64 years",Female,13.0
2019,Nouvelle-Écosse,data.Master's or Doctoral level,"data.Total, 25 to 64 years",Female,14.0
2020,Nouvelle-Écosse,data.Master's or Doctoral level,"data.Total, 25 to 64 years",Female,13.0
2010,Nouvelle-Écosse,data.Master's or Doctoral level,25 to 34 years,Les deux sexes,10.0
2011,Nouvelle-Écosse,data.Master's or Doctoral level,25 to 34 years,Les deux sexes,10.0
2012,Nouvelle-Écosse,data.Master's or Doctoral level,25 to 34 years,Les deux sexes,10.0
2013,Nouvelle-Écosse,data.Master's or Doctoral level,25 to 34 years,Les deux sexes,11.0
2014,Nouvelle-Écosse,data.Master's or Doctoral level,25 to 34 years,Les deux sexes,11.0
2015,Nouvelle-Écosse,data.Master's or Doctoral level,25 to 34 years,Les deux sexes,12.0
2016,Nouvelle-Écosse,data.Master's or Doctoral level,25 to 34 years,Les deux sexes,13.0
2017,Nouvelle-Écosse,data.Master's or Doctoral level,25 to 34 years,Les deux sexes,10.0
2018,Nouvelle-Écosse,data.Master's or Doctoral level,25 to 34 years,Les deux sexes,13.0
2019,Nouvelle-Écosse,data.Master's or Doctoral level,25 to 34 years,Les deux sexes,12.0
2020,Nouvelle-Écosse,data.Master's or Doctoral level,25 to 34 years,Les deux sexes,11.0
2010,Nouvelle-Écosse,data.Master's or Doctoral level,25 to 34 years,Male,8.0
2011,Nouvelle-Écosse,data.Master's or Doctoral level,25 to 34 years,Male,10.0
2012,Nouvelle-Écosse,data.Master's or Doctoral level,25 to 34 years,Male,9.0
2013,Nouvelle-Écosse,data.Master's or Doctoral level,25 to 34 years,Male,9.0
2014,Nouvelle-Écosse,data.Master's or Doctoral level,25 to 34 years,Male,10.0
2015,Nouvelle-Écosse,data.Master's or Doctoral level,25 to 34 years,Male,10.0
2016,Nouvelle-Écosse,data.Master's or Doctoral level,25 to 34 years,Male,9.0
2017,Nouvelle-Écosse,data.Master's or Doctoral level,25 to 34 years,Male,9.0
2018,Nouvelle-Écosse,data.Master's or Doctoral level,25 to 34 years,Male,11.0
2019,Nouvelle-Écosse,data.Master's or Doctoral level,25 to 34 years,Male,10.0
2020,Nouvelle-Écosse,data.Master's or Doctoral level,25 to 34 years,Male,10.0
2010,Nouvelle-Écosse,data.Master's or Doctoral level,25 to 34 years,Female,11.0
2011,Nouvelle-Écosse,data.Master's or Doctoral level,25 to 34 years,Female,11.0
2012,Nouvelle-Écosse,data.Master's or Doctoral level,25 to 34 years,Female,11.0
2013,Nouvelle-Écosse,data.Master's or Doctoral level,25 to 34 years,Female,13.0
2014,Nouvelle-Écosse,data.Master's or Doctoral level,25 to 34 years,Female,11.0
2015,Nouvelle-Écosse,data.Master's or Doctoral level,25 to 34 years,Female,14.0
2016,Nouvelle-Écosse,data.Master's or Doctoral level,25 to 34 years,Female,16.0
2017,Nouvelle-Écosse,data.Master's or Doctoral level,25 to 34 years,Female,12.0
2018,Nouvelle-Écosse,data.Master's or Doctoral level,25 to 34 years,Female,15.0
2019,Nouvelle-Écosse,data.Master's or Doctoral level,25 to 34 years,Female,15.0
2020,Nouvelle-Écosse,data.Master's or Doctoral level,25 to 34 years,Female,13.0
2010,Nouvelle-Écosse,data.Master's or Doctoral level,30 à 34 ans,Les deux sexes,10.0
2011,Nouvelle-Écosse,data.Master's or Doctoral level,30 à 34 ans,Les deux sexes,11.0
2012,Nouvelle-Écosse,data.Master's or Doctoral level,30 à 34 ans,Les deux sexes,11.0
2013,Nouvelle-Écosse,data.Master's or Doctoral level,30 à 34 ans,Les deux sexes,14.0
2014,Nouvelle-Écosse,data.Master's or Doctoral level,30 à 34 ans,Les deux sexes,11.0
2015,Nouvelle-Écosse,data.Master's or Doctoral level,30 à 34 ans,Les deux sexes,13.0
2016,Nouvelle-Écosse,data.Master's or Doctoral level,30 à 34 ans,Les deux sexes,15.0
2017,Nouvelle-Écosse,data.Master's or Doctoral level,30 à 34 ans,Les deux sexes,12.0
2018,Nouvelle-Écosse,data.Master's or Doctoral level,30 à 34 ans,Les deux sexes,13.0
2019,Nouvelle-Écosse,data.Master's or Doctoral level,30 à 34 ans,Les deux sexes,14.0
2020,Nouvelle-Écosse,data.Master's or Doctoral level,30 à 34 ans,Les deux sexes,13.0
2010,Nouvelle-Écosse,data.Master's or Doctoral level,30 à 34 ans,Male,8.0
2011,Nouvelle-Écosse,data.Master's or Doctoral level,30 à 34 ans,Male,11.0
2012,Nouvelle-Écosse,data.Master's or Doctoral level,30 à 34 ans,Male,11.0
2013,Nouvelle-Écosse,data.Master's or Doctoral level,30 à 34 ans,Male,11.0
2014,Nouvelle-Écosse,data.Master's or Doctoral level,30 à 34 ans,Male,9.0
2015,Nouvelle-Écosse,data.Master's or Doctoral level,30 à 34 ans,Male,11.0
2016,Nouvelle-Écosse,data.Master's or Doctoral level,30 à 34 ans,Male,11.0
2017,Nouvelle-Écosse,data.Master's or Doctoral level,30 à 34 ans,Male,10.0
2018,Nouvelle-Écosse,data.Master's or Doctoral level,30 à 34 ans,Male,10.0
2019,Nouvelle-Écosse,data.Master's or Doctoral level,30 à 34 ans,Male,11.0
2020,Nouvelle-Écosse,data.Master's or Doctoral level,30 à 34 ans,Male,10.0
2010,Nouvelle-Écosse,data.Master's or Doctoral level,30 à 34 ans,Female,13.0
2011,Nouvelle-Écosse,data.Master's or Doctoral level,30 à 34 ans,Female,12.0
2012,Nouvelle-Écosse,data.Master's or Doctoral level,30 à 34 ans,Female,12.0
2013,Nouvelle-Écosse,data.Master's or Doctoral level,30 à 34 ans,Female,17.0
2014,Nouvelle-Écosse,data.Master's or Doctoral level,30 à 34 ans,Female,13.0
2015,Nouvelle-Écosse,data.Master's or Doctoral level,30 à 34 ans,Female,16.0
2016,Nouvelle-Écosse,data.Master's or Doctoral level,30 à 34 ans,Female,18.0
2017,Nouvelle-Écosse,data.Master's or Doctoral level,30 à 34 ans,Female,13.0
2018,Nouvelle-Écosse,data.Master's or Doctoral level,30 à 34 ans,Female,16.0
2019,Nouvelle-Écosse,data.Master's or Doctoral level,30 à 34 ans,Female,18.0
2020,Nouvelle-Écosse,data.Master's or Doctoral level,30 à 34 ans,Female,15.0
2010,Nouvelle-Écosse,data.Master's or Doctoral level,35 to 44 years,Les deux sexes,9.0
2011,Nouvelle-Écosse,data.Master's or Doctoral level,35 to 44 years,Les deux sexes,9.0
2012,Nouvelle-Écosse,data.Master's or Doctoral level,35 to 44 years,Les deux sexes,10.0
2013,Nouvelle-Écosse,data.Master's or Doctoral level,35 to 44 years,Les deux sexes,10.0
2014,Nouvelle-Écosse,data.Master's or Doctoral level,35 to 44 years,Les deux sexes,12.0
2015,Nouvelle-Écosse,data.Master's or Doctoral level,35 to 44 years,Les deux sexes,12.0
2016,Nouvelle-Écosse,data.Master's or Doctoral level,35 to 44 years,Les deux sexes,14.0
2017,Nouvelle-Écosse,data.Master's or Doctoral level,35 to 44 years,Les deux sexes,13.0
2018,Nouvelle-Écosse,data.Master's or Doctoral level,35 to 44 years,Les deux sexes,16.0
2019,Nouvelle-Écosse,data.Master's or Doctoral level,35 to 44 years,Les deux sexes,16.0
2020,Nouvelle-Écosse,data.Master's or Doctoral level,35 to 44 years,Les deux sexes,15.0
2010,Nouvelle-Écosse,data.Master's or Doctoral level,35 to 44 years,Male,8.0
2011,Nouvelle-Écosse,data.Master's or Doctoral level,35 to 44 years,Male,9.0
2012,Nouvelle-Écosse,data.Master's or Doctoral level,35 to 44 years,Male,9.0
2013,Nouvelle-Écosse,data.Master's or Doctoral level,35 to 44 years,Male,9.0
2014,Nouvelle-Écosse,data.Master's or Doctoral level,35 to 44 years,Male,9.0
2015,Nouvelle-Écosse,data.Master's or Doctoral level,35 to 44 years,Male,11.0
2016,Nouvelle-Écosse,data.Master's or Doctoral level,35 to 44 years,Male,13.0
2017,Nouvelle-Écosse,data.Master's or Doctoral level,35 to 44 years,Male,11.0
2018,Nouvelle-Écosse,data.Master's or Doctoral level,35 to 44 years,Male,13.0
2019,Nouvelle-Écosse,data.Master's or Doctoral level,35 to 44 years,Male,13.0
2020,Nouvelle-Écosse,data.Master's or Doctoral level,35 to 44 years,Male,12.0
2010,Nouvelle-Écosse,data.Master's or Doctoral level,35 to 44 years,Female,10.0
2011,Nouvelle-Écosse,data.Master's or Doctoral level,35 to 44 years,Female,10.0
2012,Nouvelle-Écosse,data.Master's or Doctoral level,35 to 44 years,Female,11.0
2013,Nouvelle-Écosse,data.Master's or Doctoral level,35 to 44 years,Female,12.0
2014,Nouvelle-Écosse,data.Master's or Doctoral level,35 to 44 years,Female,14.0
