Year,Géographie,data.Economic family type,Value
2019,data.Prairie provinces,data.Couples with other relatives,150600.0
2010,data.Prairie provinces,data.Lone-parent families,44100.0
2011,data.Prairie provinces,data.Lone-parent families,46700.0
2012,data.Prairie provinces,data.Lone-parent families,52100.0
2013,data.Prairie provinces,data.Lone-parent families,52400.0
2014,data.Prairie provinces,data.Lone-parent families,53700.0
2015,data.Prairie provinces,data.Lone-parent families,53100.0
2016,data.Prairie provinces,data.Lone-parent families,62400.0
2017,data.Prairie provinces,data.Lone-parent families,54500.0
2018,data.Prairie provinces,data.Lone-parent families,56400.0
2019,data.Prairie provinces,data.Lone-parent families,61100.0
2010,data.Prairie provinces,data.Male lone-parent families,63600.0
2011,data.Prairie provinces,data.Male lone-parent families,61300.0
2012,data.Prairie provinces,data.Male lone-parent families,61800.0
2013,data.Prairie provinces,data.Male lone-parent families,52800.0
2014,data.Prairie provinces,data.Male lone-parent families,69100.0
2015,data.Prairie provinces,data.Male lone-parent families,80900.0
2016,data.Prairie provinces,data.Male lone-parent families,81000.0
2017,data.Prairie provinces,data.Male lone-parent families,76500.0
2018,data.Prairie provinces,data.Male lone-parent families,63700.0
2019,data.Prairie provinces,data.Male lone-parent families,78000.0
2010,data.Prairie provinces,data.Female lone-parent families,41400.0
2011,data.Prairie provinces,data.Female lone-parent families,43800.0
2012,data.Prairie provinces,data.Female lone-parent families,47700.0
2013,data.Prairie provinces,data.Female lone-parent families,51000.0
2014,data.Prairie provinces,data.Female lone-parent families,52400.0
2015,data.Prairie provinces,data.Female lone-parent families,46200.0
2016,data.Prairie provinces,data.Female lone-parent families,51900.0
2017,data.Prairie provinces,data.Female lone-parent families,51100.0
2018,data.Prairie provinces,data.Female lone-parent families,54700.0
2019,data.Prairie provinces,data.Female lone-parent families,53900.0
2010,data.Prairie provinces,data.Other non-elderly families,76400.0
2011,data.Prairie provinces,data.Other non-elderly families,77900.0
2012,data.Prairie provinces,data.Other non-elderly families,84900.0
2013,data.Prairie provinces,data.Other non-elderly families,80900.0
2014,data.Prairie provinces,data.Other non-elderly families,93800.0
2015,data.Prairie provinces,data.Other non-elderly families,86600.0
2016,data.Prairie provinces,data.Other non-elderly families,89600.0
2017,data.Prairie provinces,data.Other non-elderly families,90900.0
2018,data.Prairie provinces,data.Other non-elderly families,84900.0
2019,data.Prairie provinces,data.Other non-elderly families,79500.0
2010,data.Prairie provinces,Personnes hors famille économique,34400.0
2011,data.Prairie provinces,Personnes hors famille économique,33600.0
2012,data.Prairie provinces,Personnes hors famille économique,36400.0
2013,data.Prairie provinces,Personnes hors famille économique,37100.0
2014,data.Prairie provinces,Personnes hors famille économique,36600.0
2015,data.Prairie provinces,Personnes hors famille économique,37900.0
2016,data.Prairie provinces,Personnes hors famille économique,34600.0
2017,data.Prairie provinces,Personnes hors famille économique,35700.0
2018,data.Prairie provinces,Personnes hors famille économique,35200.0
2019,data.Prairie provinces,Personnes hors famille économique,36200.0
2010,data.Prairie provinces,Personnes âgées hors famille économique,27800.0
2011,data.Prairie provinces,Personnes âgées hors famille économique,28900.0
2012,data.Prairie provinces,Personnes âgées hors famille économique,29300.0
2013,data.Prairie provinces,Personnes âgées hors famille économique,28900.0
2014,data.Prairie provinces,Personnes âgées hors famille économique,30900.0
2015,data.Prairie provinces,Personnes âgées hors famille économique,31300.0
2016,data.Prairie provinces,Personnes âgées hors famille économique,27500.0
2017,data.Prairie provinces,Personnes âgées hors famille économique,31000.0
2018,data.Prairie provinces,Personnes âgées hors famille économique,31400.0
2019,data.Prairie provinces,Personnes âgées hors famille économique,30500.0
2010,data.Prairie provinces,data.Elderly males not in an economic family,28900.0
2011,data.Prairie provinces,data.Elderly males not in an economic family,32700.0
2012,data.Prairie provinces,data.Elderly males not in an economic family,33200.0
2013,data.Prairie provinces,data.Elderly males not in an economic family,29800.0
2014,data.Prairie provinces,data.Elderly males not in an economic family,33200.0
2015,data.Prairie provinces,data.Elderly males not in an economic family,36500.0
2016,data.Prairie provinces,data.Elderly males not in an economic family,27000.0
2017,data.Prairie provinces,data.Elderly males not in an economic family,30500.0
2018,data.Prairie provinces,data.Elderly males not in an economic family,34200.0
2019,data.Prairie provinces,data.Elderly males not in an economic family,30500.0
2010,data.Prairie provinces,data.Elderly females not in an economic family,26900.0
2011,data.Prairie provinces,data.Elderly females not in an economic family,27800.0
2012,data.Prairie provinces,data.Elderly females not in an economic family,28300.0
2013,data.Prairie provinces,data.Elderly females not in an economic family,27700.0
2014,data.Prairie provinces,data.Elderly females not in an economic family,29900.0
2015,data.Prairie provinces,data.Elderly females not in an economic family,29800.0
2016,data.Prairie provinces,data.Elderly females not in an economic family,27700.0
2017,data.Prairie provinces,data.Elderly females not in an economic family,31100.0
2018,data.Prairie provinces,data.Elderly females not in an economic family,29900.0
2019,data.Prairie provinces,data.Elderly females not in an economic family,30500.0
2010,data.Prairie provinces,Personnes non âgées hors famille économique,37700.0
2011,data.Prairie provinces,Personnes non âgées hors famille économique,36700.0
2012,data.Prairie provinces,Personnes non âgées hors famille économique,39200.0
2013,data.Prairie provinces,Personnes non âgées hors famille économique,40300.0
2014,data.Prairie provinces,Personnes non âgées hors famille économique,39300.0
2015,data.Prairie provinces,Personnes non âgées hors famille économique,40600.0
2016,data.Prairie provinces,Personnes non âgées hors famille économique,38500.0
2017,data.Prairie provinces,Personnes non âgées hors famille économique,38000.0
2018,data.Prairie provinces,Personnes non âgées hors famille économique,36900.0
2019,data.Prairie provinces,Personnes non âgées hors famille économique,37700.0
2010,data.Prairie provinces,Hommes non âgés hors famille économique,40900.0
2011,data.Prairie provinces,Hommes non âgés hors famille économique,38400.0
2012,data.Prairie provinces,Hommes non âgés hors famille économique,42900.0
2013,data.Prairie provinces,Hommes non âgés hors famille économique,43600.0
2014,data.Prairie provinces,Hommes non âgés hors famille économique,43500.0
2015,data.Prairie provinces,Hommes non âgés hors famille économique,44000.0
2016,data.Prairie provinces,Hommes non âgés hors famille économique,41800.0
2017,data.Prairie provinces,Hommes non âgés hors famille économique,40700.0
2018,data.Prairie provinces,Hommes non âgés hors famille économique,38500.0
2019,data.Prairie provinces,Hommes non âgés hors famille économique,40000.0
2010,data.Prairie provinces,Femmes non âgées hors famille économique,33600.0
2011,data.Prairie provinces,Femmes non âgées hors famille économique,31300.0
2012,data.Prairie provinces,Femmes non âgées hors famille économique,35800.0
2013,data.Prairie provinces,Femmes non âgées hors famille économique,36100.0
2014,data.Prairie provinces,Femmes non âgées hors famille économique,33600.0
2015,data.Prairie provinces,Femmes non âgées hors famille économique,37300.0
2016,data.Prairie provinces,Femmes non âgées hors famille économique,34700.0
2017,data.Prairie provinces,Femmes non âgées hors famille économique,34400.0
2018,data.Prairie provinces,Femmes non âgées hors famille économique,34200.0
2019,data.Prairie provinces,Femmes non âgées hors famille économique,36000.0
2010,Manitoba,data.Economic families and persons not in an economic family,55900.0
2011,Manitoba,data.Economic families and persons not in an economic family,56000.0
2012,Manitoba,data.Economic families and persons not in an economic family,56800.0
2013,Manitoba,data.Economic families and persons not in an economic family,59200.0
2014,Manitoba,data.Economic families and persons not in an economic family,59300.0
2015,Manitoba,data.Economic families and persons not in an economic family,59900.0
2016,Manitoba,data.Economic families and persons not in an economic family,60400.0
2017,Manitoba,data.Economic families and persons not in an economic family,61500.0
2018,Manitoba,data.Economic families and persons not in an economic family,61600.0
2019,Manitoba,data.Economic families and persons not in an economic family,61300.0
2010,Manitoba,data.Economic families,77500.0
2011,Manitoba,data.Economic families,74800.0
2012,Manitoba,data.Economic families,76700.0
2013,Manitoba,data.Economic families,77600.0
2014,Manitoba,data.Economic families,77900.0
2015,Manitoba,data.Economic families,78900.0
2016,Manitoba,data.Economic families,79000.0
2017,Manitoba,data.Economic families,82400.0
2018,Manitoba,data.Economic families,80800.0
2019,Manitoba,data.Economic families,79900.0
2010,Manitoba,data.Elderly families,55700.0
2011,Manitoba,data.Elderly families,58900.0
2012,Manitoba,data.Elderly families,56600.0
2013,Manitoba,data.Elderly families,59500.0
2014,Manitoba,data.Elderly families,58500.0
2015,Manitoba,data.Elderly families,64700.0
2016,Manitoba,data.Elderly families,63100.0
2017,Manitoba,data.Elderly families,62400.0
2018,Manitoba,data.Elderly families,64800.0
2019,Manitoba,data.Elderly families,64900.0
2010,Manitoba,data.Elderly couples,55000.0
2011,Manitoba,data.Elderly couples,57300.0
2012,Manitoba,data.Elderly couples,57000.0
2013,Manitoba,data.Elderly couples,58200.0
2014,Manitoba,data.Elderly couples,58300.0
2015,Manitoba,data.Elderly couples,63500.0
2016,Manitoba,data.Elderly couples,62800.0
2017,Manitoba,data.Elderly couples,59800.0
2018,Manitoba,data.Elderly couples,63600.0
2019,Manitoba,data.Elderly couples,63700.0
2010,Manitoba,data.Other elderly families,68800.0
2011,Manitoba,data.Other elderly families,75600.0
2012,Manitoba,data.Other elderly families,54400.0
2013,Manitoba,data.Other elderly families,72400.0
2014,Manitoba,data.Other elderly families,62300.0
2015,Manitoba,data.Other elderly families,82300.0
2016,Manitoba,data.Other elderly families,66600.0
2017,Manitoba,data.Other elderly families,71600.0
2018,Manitoba,data.Other elderly families,70600.0
2019,Manitoba,data.Other elderly families,73800.0
2010,Manitoba,data.Non-elderly families,82600.0
2011,Manitoba,data.Non-elderly families,80500.0
2012,Manitoba,data.Non-elderly families,80900.0
2013,Manitoba,data.Non-elderly families,82900.0
2014,Manitoba,data.Non-elderly families,83800.0
2015,Manitoba,data.Non-elderly families,82700.0
2016,Manitoba,data.Non-elderly families,83900.0
2017,Manitoba,data.Non-elderly families,87700.0
2018,Manitoba,data.Non-elderly families,85500.0
2019,Manitoba,data.Non-elderly families,84800.0
2010,Manitoba,data.Couples,80900.0
2011,Manitoba,data.Couples,72700.0
2012,Manitoba,data.Couples,76000.0
2013,Manitoba,data.Couples,81600.0
2014,Manitoba,data.Couples,79500.0
2015,Manitoba,data.Couples,79000.0
2016,Manitoba,data.Couples,76100.0
2017,Manitoba,data.Couples,81800.0
2018,Manitoba,data.Couples,78600.0
2019,Manitoba,data.Couples,76600.0
2010,Manitoba,data.Couples with children,86100.0
2011,Manitoba,data.Couples with children,87800.0
2012,Manitoba,data.Couples with children,90400.0
2013,Manitoba,data.Couples with children,89200.0
2014,Manitoba,data.Couples with children,84800.0
2015,Manitoba,data.Couples with children,90100.0
2016,Manitoba,data.Couples with children,91900.0
2017,Manitoba,data.Couples with children,91500.0
2018,Manitoba,data.Couples with children,93800.0
2019,Manitoba,data.Couples with children,91500.0
2010,Manitoba,data.Couples with other relatives,111400.0
2011,Manitoba,data.Couples with other relatives,117300.0
2012,Manitoba,data.Couples with other relatives,120100.0
2013,Manitoba,data.Couples with other relatives,119200.0
2014,Manitoba,data.Couples with other relatives,122600.0
2015,Manitoba,data.Couples with other relatives,121600.0
2016,Manitoba,data.Couples with other relatives,123700.0
2017,Manitoba,data.Couples with other relatives,132000.0
2018,Manitoba,data.Couples with other relatives,120700.0
